spelling,subtlex.dominant.pos.frequency,celex.morphology,concreteness,aoa,length,Borrowed,age,age.youngest,age.oldest,age.youngest.num,age.oldest.num
adres,2507,monomorphemic,3.27,6.07,5,1. clearly borrowed,1574,1574,1574,426,426
altaar,229,monomorphemic,4.4,7.03,5,1. clearly borrowed,1200,1200,1200,800,800
anker,208,monomorphemic,4.8,7.73,5,1. clearly borrowed,1240,1240,1240,760,760
arts,1403,monomorphemic,3.73,7.15,4,1. clearly borrowed,1586,1586,1586,414,414
auto,20010,monomorphemic,5,4.22,3,1. clearly borrowed,1899,1899,1899,101,101
baai,185,monomorphemic,4.43,9.69,3,1. clearly borrowed,1617,1617,1617,383,383
baby,6397,monomorphemic,4.67,4.25,4,1. clearly borrowed,1875,1875,1875,125,125
bamboe,27,monomorphemic,4.8,8.34,5,1. clearly borrowed,1596,1596,1596,404,404
banaan,233,monomorphemic,5,4.48,5,1. clearly borrowed,1596,1596,1596,404,404
bank,3990,monomorphemic,4.47,5.84,4,1. clearly borrowed,1467,1467,1467,533,533
beest,2273,monomorphemic,4.27,4.78,4,1. clearly borrowed,1253,1253,1253,747,747
bek,2234,monomorphemic,4.6,5.71,3,1. clearly borrowed,1240,1240,1240,760,760
bom,2222,monomorphemic,4.6,7.14,3,1. clearly borrowed,1667,1667,1667,333,333
bont,131,monomorphemic,4.47,8.75,4,1. clearly borrowed,1300,1300,1300,700,700
boter,460,monomorphemic,4.67,4.95,5,1. clearly borrowed,1240,1240,1240,760,760
brief,3225,monomorphemic,4.73,5.74,4,1. clearly borrowed,1236,1236,1236,764,764
bril,1070,monomorphemic,4.87,5.38,4,1. clearly borrowed,1401-1500,1500,1401,500,599
bron,1272,monomorphemic,3.33,7.78,4,1. clearly borrowed,1605,1605,1605,395,395
buffel,47,monomorphemic,4.6,8.38,5,1. clearly borrowed,1287,1287,1287,713,713
bus,2828,monomorphemic,4.73,4.99,3,1. clearly borrowed,1887,1887,1887,113,113
ceintuur,13,other,4.6,9.2,6,1. clearly borrowed,1462,1462,1462,538,538
cirkel,532,other,4.47,6.28,6,1. clearly borrowed,1220-1240,1240,1220,760,780
dansen,4418,monomorphemic,4.27,5,5,1. clearly borrowed,1240,1240,1240,760,760
demon,655,other,2.07,11.35,5,1. clearly borrowed,1721,1721,1721,279,279
dichter,950,monomorphemic,2.87,8.17,6,1. clearly borrowed,1240,1240,1240,760,760
diner,1038,other,3.73,9.42,4,1. clearly borrowed,1782,1782,1782,218,218
direct,3065,other,1.33,7.53,6,1. clearly borrowed,1647-1648,1648,1647,352,353
dokter,10645,other,3.6,4.87,6,1. clearly borrowed,1576,1576,1576,424,424
dolfijn,82,other,5,5.99,6,1. clearly borrowed,1287,1287,1287,713,713
duren,2168,monomorphemic,1.8,6.96,4,1. clearly borrowed,1220-1240,1240,1220,760,780
eiland,2252,other,4.47,6.83,5,1. clearly borrowed,1240,1240,1240,760,760
eland,104,monomorphemic,4.93,9.53,5,1. clearly borrowed,1456-1489,1489,1456,511,544
ezel,460,monomorphemic,5,5.61,4,1. clearly borrowed,1240,1240,1240,760,760
fee,246,monomorphemic,3.27,5.15,2,1. clearly borrowed,1871,1871,1871,129,129
film,7586,monomorphemic,4.4,5.95,4,1. clearly borrowed,1912,1912,1912,88,88
fluit,219,monomorphemic,4.47,6.04,4,1. clearly borrowed,1351-1400,1400,1351,600,649
fout,4226,monomorphemic,2.2,5.16,3,1. clearly borrowed,1265-1270,1270,1265,730,735
fruit,564,monomorphemic,4.2,4.7,4,1. clearly borrowed,1285,1285,1285,715,715
geheim,2993,other,2.33,6.46,5,1. clearly borrowed,1588,1588,1588,412,412
gevaar,3961,other,2.73,6.46,5,1. clearly borrowed,1574,1574,1574,426,426
gif,585,monomorphemic,3.93,7.59,3,1. clearly borrowed,1606,1606,1606,394,394
graan,193,monomorphemic,4.87,7.3,4,1. clearly borrowed,1240,1240,1240,760,760
grens,1639,monomorphemic,3,7.36,5,1. clearly borrowed,1573,1573,1573,427,427
grot,761,monomorphemic,4.8,6.54,4,1. clearly borrowed,1600,1600,1600,400,400
gulzig,50,other,2.73,6.84,6,1. clearly borrowed,1285,1285,1285,715,715
haai,396,monomorphemic,4.87,6.32,3,1. clearly borrowed,1445-1455,1455,1445,545,555
hangmat,32,other,4.8,8.22,6,1. clearly borrowed,1627,1627,1627,373,373
harnas,213,monomorphemic,4.67,8.34,6,1. clearly borrowed,1250,1250,1250,750,750
heersen,282,monomorphemic,2.13,8.84,5,1. clearly borrowed,1348,1348,1348,652,652
heks,1121,monomorphemic,3.87,5.7,4,1. clearly borrowed,1562,1562,1562,438,438
hut,829,monomorphemic,4.73,5.98,3,1. clearly borrowed,1475,1475,1475,525,525
idee,21121,monomorphemic,1.27,6.71,3,1. clearly borrowed,1485,1485,1485,515,515
ijzer,300,monomorphemic,4.53,7.62,4,1. clearly borrowed,1220-1240,1240,1220,760,780
juist,5775,monomorphemic,1.6,5.15,4,1. clearly borrowed,1337-1382,1382,1337,618,663
jurk,2437,monomorphemic,4.47,6.14,4,1. clearly borrowed,1691,1691,1691,309,309
juweel,147,monomorphemic,4.67,7.34,5,1. clearly borrowed,1287,1287,1287,713,713
kaap,28,monomorphemic,3.38,9.93,3,1. clearly borrowed,1567,1567,1567,433,433
kaars,256,monomorphemic,5,6.12,4,1. clearly borrowed,1240,1240,1240,760,760
kaas,998,monomorphemic,4.93,5.05,3,1. clearly borrowed,1240,1240,1240,760,760
kachel,125,monomorphemic,4.8,7.53,5,1. clearly borrowed,1591,1591,1591,409,409
kalm,3034,monomorphemic,2.4,5.84,4,1. clearly borrowed,1568,1568,1568,432,432
kameel,115,monomorphemic,4.93,6.73,5,1. clearly borrowed,1240,1240,1240,760,760
kamer,11756,monomorphemic,4.27,4.75,5,1. clearly borrowed,1201-1225,1225,1201,775,799
kamp,1765,monomorphemic,4.47,6.89,4,1. clearly borrowed,1573,1573,1573,427,427
kano,85,monomorphemic,5,8.52,4,1. clearly borrowed,1598,1598,1598,402,402
kant,13658,monomorphemic,3.73,6.4,4,1. clearly borrowed,1248-1271,1271,1248,729,752
kapot,3632,monomorphemic,3.07,4.78,5,1. clearly borrowed,1717,1717,1717,283,283
kar,279,monomorphemic,4.73,5.26,3,1. clearly borrowed,1240,1240,1240,760,760
kat,2116,monomorphemic,4.87,3.92,3,1. clearly borrowed,1210-1240,1240,1210,760,790
katoen,209,monomorphemic,4.6,9.21,5,1. clearly borrowed,1272,1272,1272,728,728
kerk,3308,monomorphemic,4.73,5.53,4,1. clearly borrowed,777,777,777,1223,1223
ketel,231,monomorphemic,4.6,7.29,5,1. clearly borrowed,1240,1240,1240,760,760
keten,123,monomorphemic,3.33,9.4,4,1. clearly borrowed,1240,1240,1240,760,760
keuken,2317,monomorphemic,4.8,5.04,4,1. clearly borrowed,1236,1236,1236,764,764
klaar,24286,monomorphemic,2,4.78,4,1. clearly borrowed,1651-1652,1652,1651,348,349
kleur,1708,monomorphemic,3.07,4.4,4,1. clearly borrowed,1567,1567,1567,433,433
klok,1030,monomorphemic,4.47,5.7,4,1. clearly borrowed,1237,1237,1237,763,763
koffie,5825,monomorphemic,4.53,6.11,4,1. clearly borrowed,1640,1640,1640,360,360
koken,1478,monomorphemic,4.13,5.71,4,1. clearly borrowed,1287,1287,1287,713,713
konijn,812,monomorphemic,4.93,4.5,5,1. clearly borrowed,1240,1240,1240,760,760
kopen,5705,monomorphemic,3.53,6.15,4,1. clearly borrowed,1220-1240,1240,1220,760,780
koper,392,monomorphemic,3.73,9.18,5,1. clearly borrowed,1240-1260,1260,1240,740,760
kort,2077,monomorphemic,3,5.34,4,1. clearly borrowed,976,976,976,1024,1024
kous,96,monomorphemic,4.67,4.5,3,1. clearly borrowed,1240,1240,1240,760,760
kraal,47,monomorphemic,4.47,8.79,4,1. clearly borrowed,1480,1480,1480,520,520
krant,2545,monomorphemic,4.93,5.89,5,1. clearly borrowed,1610,1610,1610,390,390
kruis,842,monomorphemic,4.67,6.05,4,1. clearly borrowed,0991-1000,1000,991,1000,1009
lamp,606,monomorphemic,4.67,4.89,4,1. clearly borrowed,1240,1240,1240,760,760
langzaam,2225,other,3.07,7.65,6,1. clearly borrowed,1265-1270,1270,1265,730,735
lasso,60,monomorphemic,4.87,7.87,4,1. clearly borrowed,1836,1836,1836,164,164
leeuw,604,monomorphemic,4.87,5.16,3,1. clearly borrowed,0901-1000,1000,901,1000,1099
lood,193,monomorphemic,4.47,8.83,3,1. clearly borrowed,1240,1240,1240,760,760
lunch,1847,monomorphemic,4,8.7,4,1. clearly borrowed,1855,1855,1855,145,145
maÌøs,195,monomorphemic,4.67,6.9,NA,1. clearly borrowed,1581,1581,1581,419,419
manier,11256,monomorphemic,1.33,7.4,5,1. clearly borrowed,1260-1280,1280,1260,720,740
mantel,202,monomorphemic,4.87,6.63,6,1. clearly borrowed,1220-1240,1240,1220,760,780
markt,830,monomorphemic,3.87,6.31,5,1. clearly borrowed,1240,1240,1240,760,760
mat,135,monomorphemic,4.47,6.56,3,1. clearly borrowed,1285,1285,1285,715,715
matras,222,monomorphemic,4.93,6.03,6,1. clearly borrowed,1384-1407,1407,1384,593,616
meester,2835,monomorphemic,3.93,5.34,6,1. clearly borrowed,1236,1236,1236,764,764
moeras,420,monomorphemic,4.6,8.96,5,1. clearly borrowed,1599,1599,1599,401,401
molen,196,monomorphemic,4.4,6.15,4,1. clearly borrowed,1112,1112,1112,888,888
mortel,11,monomorphemic,3.92,11.13,6,1. clearly borrowed,1240,1240,1240,760,760
moskee,99,other,4.6,10.79,5,1. clearly borrowed,1542,1542,1542,458,458
motor,1853,monomorphemic,4.13,6.51,5,1. clearly borrowed,1892,1892,1892,108,108
munt,460,monomorphemic,4.8,6.65,4,1. clearly borrowed,1240-1260,1260,1240,740,760
muskiet,8,other,4.47,10.74,6,1. clearly borrowed,1630,1630,1630,370,370
muts,195,monomorphemic,5,4.62,4,1. clearly borrowed,1373,1373,1373,627,627
muur,2885,monomorphemic,4.8,4.98,3,1. clearly borrowed,0901-1000,1000,901,1000,1099
muziek,4696,other,4,4.84,5,1. clearly borrowed,1240,1240,1240,760,760
nul,734,monomorphemic,3.13,5.65,3,1. clearly borrowed,1508,1508,1508,492,492
offer,501,monomorphemic,2.8,9.16,4,1. clearly borrowed,1100,1100,1100,900,900
olie,1082,monomorphemic,4.8,7.19,3,1. clearly borrowed,1100,1100,1100,900,900
olijf,33,monomorphemic,4.8,9.11,4,1. clearly borrowed,1240,1240,1240,760,760
oogst,328,monomorphemic,3.73,7.71,4,1. clearly borrowed,1240,1240,1240,760,760
oorzaak,584,other,1.53,8.15,5,1. clearly borrowed,1401-1425,1425,1401,575,599
paal,317,monomorphemic,4.73,5.88,3,1. clearly borrowed,1285,1285,1285,715,715
paar,18991,monomorphemic,2.8,6.87,3,1. clearly borrowed,1274,1274,1274,726,726
paard,3649,monomorphemic,4.93,4.67,4,1. clearly borrowed,1266-1268,1268,1266,732,734
pan,324,monomorphemic,4.87,5.21,3,1. clearly borrowed,1240,1240,1240,760,760
papier,1356,other,4.73,4.71,5,1. clearly borrowed,1361-1362,1362,1361,638,639
pech,878,monomorphemic,2.13,7.84,3,1. clearly borrowed,1901,1901,1901,99,99
peddel,41,monomorphemic,4.8,9.78,5,1. clearly borrowed,1855,1855,1855,145,145
pen,898,monomorphemic,5,5.73,3,1. clearly borrowed,1351-1400,1400,1351,600,649
penis,650,monomorphemic,5,8.6,5,1. clearly borrowed,1595,1595,1595,405,405
peper,156,monomorphemic,4.47,6.38,5,1. clearly borrowed,1220-1240,1240,1220,760,780
persoon,4112,monomorphemic,3,6.34,6,1. clearly borrowed,1265-1270,1270,1265,730,735
pijl,300,monomorphemic,4.87,5.6,3,1. clearly borrowed,1373-1376,1376,1373,624,627
pijn,11638,monomorphemic,3.29,3.79,3,1. clearly borrowed,1236,1236,1236,764,764
pijp,541,monomorphemic,4.53,7.12,3,1. clearly borrowed,1693,1693,1693,307,307
pil,410,monomorphemic,4.67,5.84,3,1. clearly borrowed,1351,1351,1351,649,649
pissen,638,monomorphemic,4.27,6.46,4,1. clearly borrowed,1240,1240,1240,760,760
plaats,9281,monomorphemic,2.8,5.63,5,1. clearly borrowed,1285,1285,1285,715,715
plank,477,monomorphemic,4.73,6.08,5,1. clearly borrowed,1284,1284,1284,716,716
plant,457,monomorphemic,4.47,5.29,5,1. clearly borrowed,1240,1240,1240,760,760
planten,498,monomorphemic,4.2,5.34,6,1. clearly borrowed,1240,1240,1240,760,760
plastic,388,monomorphemic,4.67,6.4,7,1. clearly borrowed,1948,1948,1948,52,52
plat,826,monomorphemic,4.07,5.71,4,1. clearly borrowed,1287,1287,1287,713,713
pols,577,monomorphemic,4.47,6.72,4,1. clearly borrowed,1265-1270,1270,1265,730,735
pompoen,109,other,4.93,6.98,6,1. clearly borrowed,1562,1562,1562,438,438
poort,992,monomorphemic,4.8,6.1,4,1. clearly borrowed,0901-1000,1000,901,1000,1099
pot,1336,monomorphemic,4.67,5.1,3,1. clearly borrowed,1250,1250,1250,750,750
preken,95,monomorphemic,3,8.59,5,1. clearly borrowed,1200,1200,1200,800,800
priester,1374,monomorphemic,3.8,6.21,7,1. clearly borrowed,1236,1236,1236,764,764
prijs,3694,monomorphemic,3.21,6.11,4,1. clearly borrowed,1250,1250,1250,750,750
proeven,645,monomorphemic,3.27,5.96,5,1. clearly borrowed,1200,1200,1200,800,800
resten,237,monomorphemic,3.53,8.67,5,1. clearly borrowed,1452,1452,1452,548,548
riem,611,monomorphemic,4.73,6.87,3,1. clearly borrowed,1240,1240,1240,760,760
rijk,2724,monomorphemic,2.13,6.4,3,1. clearly borrowed,0901-1000,1000,901,1000,1099
rijst,356,monomorphemic,4.93,6.36,4,1. clearly borrowed,1252,1252,1252,748,748
rivier,2285,monomorphemic,4.73,6.96,5,1. clearly borrowed,1240,1240,1240,760,760
rogge,3,monomorphemic,4.27,9.63,4,1. clearly borrowed,1240,1240,1240,760,760
rollen,372,monomorphemic,3.8,5.78,4,1. clearly borrowed,1285,1285,1285,715,715
rond,7213,monomorphemic,4.07,5.46,4,1. clearly borrowed,1236,1236,1236,764,764
roos,475,monomorphemic,5,6.01,3,1. clearly borrowed,1240,1240,1240,760,760
rots,602,monomorphemic,4.73,6.4,4,1. clearly borrowed,1285,1285,1285,715,715
school,10730,monomorphemic,4.27,3.61,4,1. clearly borrowed,1240,1240,1240,760,760
schotel,239,monomorphemic,4.67,8.07,6,1. clearly borrowed,1240,1240,1240,760,760
schrijven,4225,monomorphemic,4.53,5.59,6,1. clearly borrowed,1100,1100,1100,900,900
schroef,75,monomorphemic,4.87,8.55,5,1. clearly borrowed,1573,1573,1573,427,427
seizoen,896,monomorphemic,2.4,7.29,5,1. clearly borrowed,1265-1270,1270,1265,730,735
sieraad,42,other,4.2,8.21,5,1. clearly borrowed,1537,1537,1537,463,463
slaaf,755,monomorphemic,2.93,8.36,4,1. clearly borrowed,1285,1285,1285,715,715
sluier,136,monomorphemic,4.47,8.71,6,1. clearly borrowed,1527,1527,1527,473,473
soep,779,monomorphemic,4.73,4.61,3,1. clearly borrowed,1745,1745,1745,255,255
sok,126,monomorphemic,4.8,4.65,3,1. clearly borrowed,1805,1805,1805,195,195
soldaat,2280,monomorphemic,4.27,6.54,6,1. clearly borrowed,1562,1562,1562,438,438
speld,116,monomorphemic,4.8,6.33,5,1. clearly borrowed,1350,1350,1350,650,650
spiegel,1178,monomorphemic,4.93,5.02,6,1. clearly borrowed,1240,1240,1240,760,760
spits,84,monomorphemic,3.67,8.34,5,1. clearly borrowed,1542,1542,1542,458,458
straat,4380,monomorphemic,4.6,5.21,5,1. clearly borrowed,1210-1240,1240,1210,760,790
straf,1397,monomorphemic,2.93,4.84,5,1. clearly borrowed,1542,1542,1542,458,458
suiker,953,monomorphemic,4.6,5.33,5,1. clearly borrowed,1253,1253,1253,747,747
tabak,230,monomorphemic,4.67,8.58,5,1. clearly borrowed,1577,1577,1577,423,423
tafel,3622,monomorphemic,4.93,4.03,5,1. clearly borrowed,0901-1000,1000,901,1000,1099
tante,2724,monomorphemic,3.13,5.04,5,1. clearly borrowed,1782,1782,1782,218,218
tapijt,471,monomorphemic,4.73,6.03,5,1. clearly borrowed,1240,1240,1240,760,760
tapir,5,monomorphemic,4,11.82,5,1. clearly borrowed,1682,1682,1682,318,318
tempel,640,monomorphemic,4.33,8.11,6,1. clearly borrowed,1271-1272,1272,1271,728,729
tent,1790,monomorphemic,4.87,5.98,4,1. clearly borrowed,1240,1240,1240,760,760
termiet,10,monomorphemic,4.36,11.03,6,1. clearly borrowed,1854,1854,1854,146,146
thee,2567,monomorphemic,4.86,6.62,2,1. clearly borrowed,1637,1637,1637,363,363
toekan,4,monomorphemic,4.38,11,5,1. clearly borrowed,1596,1596,1596,404,404
toilet,1726,monomorphemic,4.87,4.28,6,1. clearly borrowed,1914,1914,1914,86,86
toren,831,monomorphemic,4.87,5.38,4,1. clearly borrowed,1201-1225,1225,1201,775,799
trachten,57,monomorphemic,2.07,10.28,6,1. clearly borrowed,1588,1588,1588,412,412
trein,3194,monomorphemic,5,4.89,4,1. clearly borrowed,1839,1839,1839,161,161
trom,22,monomorphemic,4.93,6.33,4,1. clearly borrowed,1507,1507,1507,493,493
trommel,78,other,4.8,5.53,6,1. clearly borrowed,1538,1538,1538,462,462
trompet,117,monomorphemic,5,6.36,7,1. clearly borrowed,1350,1350,1350,650,650
trots,4226,monomorphemic,1.8,7.34,5,1. clearly borrowed,1589,1589,1589,411,411
uur,15248,monomorphemic,3.67,5.92,2,1. clearly borrowed,1240,1240,1240,760,760
vallei,462,other,4.47,9.67,4,1. clearly borrowed,1330,1330,1330,670,670
venster,150,monomorphemic,4.73,5.32,7,1. clearly borrowed,1100,1100,1100,900,900
vijg,8,monomorphemic,4.87,9.11,3,1. clearly borrowed,1100,1100,1100,900,900
vlam,347,monomorphemic,4.67,6.65,4,1. clearly borrowed,1265-1270,1270,1265,730,735
vork,227,monomorphemic,4.87,4.54,4,1. clearly borrowed,1240,1240,1240,760,760
vulva,4,other,4,13.28,5,1. clearly borrowed,1726,1726,1726,274,274
