"LDTrt","freqfilms","Nlett","OLD20","AoA","IMA"
667.875,3.48,9,NA,NA,NA
751.6666667,1.61,13,NA,NA,NA
861.92,0.25,14,NA,NA,NA
977.5625,0.01,9,NA,NA,NA
938.6842105,0.13,10,NA,NA,NA
963.3809524,0.69,13,NA,NA,NA
764.0909091,0.69,9,NA,NA,NA
794.35,0.12,10,NA,NA,NA
928.4347826,0.38,12,NA,NA,NA
698.6666667,0.05,9,NA,NA,NA
732.5833333,0.11,13,NA,NA,NA
769.9583333,0.5,11,NA,NA,NA
753.6666667,0.18,11,NA,NA,NA
792.4761905,0.24,12,NA,NA,NA
694.2083333,0.04,12,NA,NA,NA
670.2608696,2.89,9,NA,NA,NA
633.84,1.03,9,NA,NA,NA
758.1428571,0.66,10,NA,NA,NA
772.2727273,1.32,11,NA,NA,NA
657.625,1.56,10,NA,NA,NA
864.05,0,12,NA,NA,NA
725.3043478,0.16,10,NA,NA,NA
698.8333333,6.72,12,NA,NA,NA
885,0.4,17,NA,NA,NA
751.75,0.98,13,NA,NA,NA
740.9545455,11.3,12,NA,NA,NA
814.875,1.83,13,NA,NA,NA
712.68,26.94,10,NA,NA,NA
767.5416667,2.33,9,NA,NA,NA
717.35,0.98,12,NA,NA,NA
802.2083333,1.37,12,NA,NA,NA
860,0.21,11,NA,NA,NA
741.5454545,1.23,12,NA,NA,NA
665.6956522,21.48,9,NA,NA,NA
659.5416667,4.64,10,NA,NA,NA
718.2916667,0.47,11,NA,NA,NA
652.125,1.08,10,NA,NA,NA
834.3478261,3.56,6,NA,NA,NA
871.3333333,3.77,8,NA,NA,NA
734.1578947,0.39,7,NA,NA,NA
652.75,0.01,8,NA,NA,NA
854.047619,0.02,9,NA,NA,NA
732.9565217,0.13,10,NA,NA,NA
605.5416667,2.48,10,NA,NA,NA
668.6956522,0.39,11,NA,NA,NA
730.4782609,3.61,12,NA,NA,NA
758.173913,0.98,13,NA,NA,NA
772.9,0,12,NA,NA,NA
624.2083333,2.23,8,NA,NA,NA
603.5416667,4.05,8,NA,NA,NA
640.24,9.05,9,NA,NA,NA
885.5833333,0.22,12,NA,NA,NA
693.3333333,0,12,NA,NA,NA
777.875,0.22,9,NA,NA,NA
849,0,8,NA,NA,NA
847.3333333,0.19,9,NA,NA,NA
717.8571429,2.21,7,NA,NA,NA
746,0.52,8,NA,NA,NA
803.2105263,0.89,8,NA,NA,NA
785.9,0.25,9,NA,NA,NA
897.5714286,0.01,11,NA,NA,NA
594.826087,59.58,7,NA,NA,NA
638.0416667,3.89,8,NA,NA,NA
794.1,7.12,8,NA,NA,NA
765,1.27,9,NA,NA,NA
707.125,16.11,9,NA,NA,NA
805.1304348,1.18,10,NA,NA,NA
868.8095238,1.69,11,NA,NA,NA
780.2083333,1.56,9,NA,NA,NA
687.5,4.2,9,NA,NA,NA
618.9166667,10.27,8,NA,NA,NA
776.7083333,1.78,11,NA,NA,NA
711.7083333,3.78,10,NA,NA,NA
824.3529412,1.21,9,NA,NA,NA
919.1818182,2.09,9,NA,NA,NA
832,0.03,11,NA,NA,NA
828.5833333,2.26,13,NA,NA,NA
817.1111111,1.39,9,NA,NA,NA
710.75,2.68,9,NA,NA,NA
716.0416667,2.19,10,NA,NA,NA
714.0416667,1.27,10,NA,NA,NA
719.56,1.44,10,NA,NA,NA
671,9.08,5,NA,NA,NA
830.7222222,0.47,5,NA,NA,NA
676.84,0.17,9,NA,NA,NA
854.8636364,0.01,10,NA,NA,NA
802.6086957,0.01,13,NA,NA,NA
876.6956522,0.45,11,NA,NA,NA
681.2,0.3,11,NA,NA,NA
786.6818182,0.35,11,NA,NA,NA
837.4545455,0,13,NA,NA,NA
775.375,0.44,13,NA,NA,NA
765.8,0,14,NA,NA,NA
730.4090909,2.28,9,NA,NA,NA
765.8636364,0.62,9,NA,NA,NA
832.3043478,0.33,11,NA,NA,NA
845.2,2.9,10,NA,NA,NA
804.4347826,0,13,NA,NA,NA
832.2105263,0,12,NA,NA,NA
776.7916667,1.08,12,NA,NA,NA
854.64,0.79,13,NA,NA,NA
838.4166667,0.6,13,NA,NA,NA
762.1666667,0.81,11,NA,NA,NA
727.2083333,3.47,9,NA,NA,NA
664.1304348,0.41,10,NA,NA,NA
696.3913043,3.21,9,NA,NA,NA
789.1,0.04,10,NA,NA,NA
700.0416667,2.37,9,NA,NA,NA
679.2727273,4.81,8,NA,NA,NA
662.0869565,122.18,7,NA,NA,NA
745.7272727,0.12,8,NA,NA,NA
977,0,9,NA,NA,NA
917.25,0.26,12,NA,NA,NA
764,0.36,10,NA,NA,NA
746.2916667,0.37,10,NA,NA,NA
808.3888889,0.24,10,NA,NA,NA
642.125,63.7,8,NA,NA,NA
792.9,0.91,8,NA,NA,NA
806.84,0.3,9,NA,NA,NA
741.6666667,0.15,12,NA,NA,NA
780.7272727,1.27,10,NA,NA,NA
651.6086957,5.98,9,NA,NA,NA
881,0.84,11,NA,NA,NA
1002.333333,0.7,12,NA,NA,NA
696,1.88,9,NA,NA,NA
716.96,1.77,9,NA,NA,NA
642.7234043,12.24,8,NA,NA,NA
620.04,7.73,7,NA,NA,NA
660.8695652,0.82,8,NA,NA,NA
671.92,0.16,8,NA,NA,NA
824.5714286,1.32,6,NA,NA,NA
668.7142857,4.56,6,NA,NA,NA
745.826087,0.26,11,NA,NA,NA
770.7142857,0.69,12,NA,NA,NA
656.3043478,1.75,8,NA,NA,NA
619.3333333,1.48,9,NA,NA,NA
713.7,0.84,7,NA,NA,NA
732.3888889,0.3,8,NA,NA,NA
635.2,4.34,8,NA,NA,NA
741.3333333,2.1,11,NA,NA,NA
693.5652174,13.23,8,NA,NA,NA
958,0.02,8,NA,NA,NA
816.7272727,6.02,9,NA,NA,NA
756.3913043,0.45,12,NA,NA,NA
674.5,1.13,10,NA,NA,NA
883.7,0.04,12,NA,NA,NA
854.9565217,0.87,10,NA,NA,NA
769.2608696,0.01,11,NA,NA,NA
864.4285714,0,12,NA,NA,NA
853.2,0,7,NA,NA,NA
610.9166667,2.19,7,NA,NA,NA
653.28,1.18,8,NA,NA,NA
749.3809524,0.03,9,NA,NA,NA
662.7272727,0.7,12,NA,NA,NA
698.52,1.47,10,NA,NA,NA
650.25,2.32,10,NA,NA,NA
710.76,1.27,10,NA,NA,NA
794,0,9,NA,NA,NA
751.75,1.09,12,NA,NA,NA
628,111.83,8,NA,NA,NA
644.88,12.03,8,NA,NA,NA
690.2083333,0.17,9,NA,NA,NA
695.7727273,0,10,NA,NA,NA
699,0.21,9,NA,NA,NA
805.047619,0.7,11,NA,NA,NA
712.68,1.67,15,NA,NA,NA
986.8095238,0.2,12,NA,NA,NA
674.5416667,7.61,10,NA,NA,NA
593.4090909,82.29,9,NA,NA,NA
655.2173913,6.04,10,NA,NA,NA
739.5833333,3.73,11,NA,NA,NA
819.0833333,0.13,14,NA,NA,NA
770.36,0.85,12,NA,NA,NA
755.3076923,1.03,11,NA,NA,NA
709.4782609,0.54,12,NA,NA,NA
798.6190476,0.58,11,NA,NA,NA
808.8636364,1.55,12,NA,NA,NA
683.826087,1.36,12,NA,NA,NA
722.5909091,12.7,9,NA,NA,NA
636.25,47.08,9,NA,NA,NA
834.4705882,0.31,10,NA,NA,NA
739.5,0.19,11,NA,NA,NA
705.3478261,0.45,10,NA,NA,NA
675.6956522,8.06,10,NA,NA,NA
1006.4,0.34,15,NA,NA,NA
833.1111111,0.14,11,NA,NA,NA
751.5652174,0.87,7,NA,NA,NA
773.8636364,0,9,NA,NA,NA
819.6363636,0.17,11,NA,NA,NA
987.25,0.23,11,NA,NA,NA
764.4285714,0.99,9,NA,NA,NA
743.9090909,0.6,9,NA,NA,NA
774.4347826,0.06,10,NA,NA,NA
805.125,0.03,11,NA,NA,NA
835,3.63,10,NA,NA,NA
806.3333333,0.01,10,NA,NA,NA
728.0909091,1.22,8,NA,NA,NA
702.9130435,0.64,9,NA,NA,NA
706.4615385,1.63,9,NA,NA,NA
653.5416667,0.48,10,NA,NA,NA
728.8,1,11,NA,NA,NA
728.64,2.06,12,NA,NA,NA
830.7391304,0.21,14,NA,NA,NA
690.7826087,1.28,13,NA,NA,NA
730.6538462,0.81,14,NA,NA,NA
809.9047619,1.56,14,NA,NA,NA
806.75,0.87,15,NA,NA,NA
892.55,0.1,12,NA,NA,NA
773.9090909,0.14,12,NA,NA,NA
831.6470588,0,11,NA,NA,NA
737.3636364,1.21,11,NA,NA,NA
762.9545455,3.89,9,NA,NA,NA
751.875,3.63,10,NA,NA,NA
654.9583333,1.28,11,NA,NA,NA
702.5833333,0.96,10,NA,NA,NA
711.875,68.42,9,NA,NA,NA
673.9545455,8.79,13,NA,NA,NA
642.9166667,0.61,10,NA,NA,NA
849.6666667,0.28,9,NA,NA,NA
810.3333333,0.27,11,NA,NA,NA
820.0526316,0.78,11,NA,NA,NA
951.2272727,1.77,9,NA,NA,NA
709.4347826,4.61,9,NA,NA,NA
807.375,2.81,10,NA,NA,NA
820.56,2.72,10,NA,NA,NA
805.5833333,0.38,11,NA,NA,NA
909.0526316,0,13,NA,NA,NA
890.1363636,0,11,NA,NA,NA
758.3043478,0.02,11,NA,NA,NA
618.7391304,1.27,9,NA,NA,NA
685.2307692,45.7,7,NA,NA,NA
653.6956522,7.53,8,NA,NA,NA
742.9148936,335.74,6,NA,NA,NA
718.3913043,3.72,11,NA,NA,NA
793.25,0.23,9,NA,NA,NA
863.95,0.35,12,NA,NA,NA
760.1904762,0.69,11,NA,NA,NA
707.047619,0.23,10,NA,NA,NA
844.7222222,0.18,11,NA,NA,NA
671.625,3.03,10,NA,NA,NA
703.1153846,1.49,9,NA,NA,NA
757.2916667,1.68,7,NA,NA,NA
777.8636364,1.14,8,NA,NA,NA
751.6956522,0.7,11,NA,NA,NA
812.1176471,0.06,11,NA,NA,NA
716.0869565,3.61,12,NA,NA,NA
769.4545455,1.33,12,NA,NA,NA
892.0416667,0.15,12,NA,NA,NA
789.2727273,0.56,11,NA,NA,NA
811.2272727,0.33,11,NA,NA,NA
812.5789474,0,12,NA,NA,NA
952.875,0,13,NA,NA,NA
761.0555556,1.6,7,NA,NA,NA
1001.333333,0.01,9,NA,NA,NA
657.7222222,0.12,7,NA,NA,NA
816.625,0.5,10,NA,NA,NA
790.3478261,1.43,11,NA,NA,NA
979.2727273,0,12,NA,NA,NA
779.7272727,0.04,11,NA,NA,NA
1071.8125,0,11,NA,NA,NA
767.2380952,1.25,12,NA,NA,NA
798.92,1.3,13,NA,NA,NA
770.68,0,13,NA,NA,NA
818.32,0.02,11,NA,NA,NA
676.08,0.97,9,NA,NA,NA
702.64,2.2,9,NA,NA,NA
669.2916667,1.67,10,NA,NA,NA
997,0.01,13,NA,NA,NA
776.3333333,3.3,12,NA,NA,NA
642.56,1.17,10,NA,NA,NA
617.5,79.37,8,NA,NA,NA
633.5652174,4.7,8,NA,NA,NA
653.8333333,1.43,9,NA,NA,NA
662.96,2.22,10,NA,NA,NA
682.4,24.92,9,NA,NA,NA
628.9545455,3.82,9,NA,NA,NA
643.3157895,0.7,9,NA,NA,NA
630.4090909,7.43,10,NA,NA,NA
727.6,1,11,NA,NA,NA
640.6,3.36,9,NA,NA,NA
633.7826087,1.62,10,NA,NA,NA
756.4583333,1.13,11,NA,NA,NA
732.7826087,0.24,12,NA,NA,NA
909.4615385,0.23,12,NA,NA,NA
908.5555556,2.19,10,NA,NA,NA
791.625,2.86,11,NA,NA,NA
698.6956522,0.96,12,NA,NA,NA
690.2307692,28.43,10,NA,NA,NA
682.8695652,20.18,9,NA,NA,NA
638.875,6.75,10,NA,NA,NA
712.32,2.69,10,NA,NA,NA
700.3913043,1.64,13,NA,NA,NA
793.3333333,0.01,14,NA,NA,NA
809.24,0.36,12,NA,NA,NA
666.16,5.37,10,NA,NA,NA
802.2727273,2.02,14,NA,NA,NA
660.1666667,0.59,11,NA,NA,NA
630.8333333,0.41,11,NA,NA,NA
686.25,1.72,9,NA,NA,NA
748.4347826,1.22,10,NA,NA,NA
656.9565217,0.6,11,NA,NA,NA
697.6521739,0.21,9,NA,NA,NA
692.9615385,2.02,8,NA,NA,NA
670.28,5.73,10,NA,NA,NA
727.7916667,1.22,13,NA,NA,NA
858.76,1.4,15,NA,NA,NA
676.9583333,1.71,11,NA,NA,NA
677.2,8.94,7,NA,NA,NA
733.5,0.22,8,NA,NA,NA
745.1,0.13,8,NA,NA,NA
894.9545455,0.01,13,NA,NA,NA
743.25,0.01,11,NA,NA,NA
764.0833333,0,12,NA,NA,NA
674.875,35.14,12,NA,NA,NA
748.3076923,7.03,13,NA,NA,NA
645.0526316,0.29,8,NA,NA,NA
739,0.36,9,NA,NA,NA
853.4545455,0,12,NA,NA,NA
765.125,1.71,10,NA,NA,NA
684.7916667,2.94,8,NA,NA,NA
641.75,4.12,9,NA,NA,NA
890.6086957,0,12,NA,NA,NA
736.1666667,1.56,9,NA,NA,NA
829.3478261,0,15,NA,NA,NA
793.826087,0.4,13,NA,NA,NA
982.625,0,14,NA,NA,NA
786.3333333,0.02,6,NA,NA,NA
724.6,0.14,8,NA,NA,NA
687.4166667,9.27,10,NA,NA,NA
754.625,4.05,11,NA,NA,NA
672.1363636,0.62,6,NA,NA,NA
656.5833333,1.31,10,NA,NA,NA
723.9583333,1.56,12,NA,NA,NA
756.4090909,1.51,11,NA,NA,NA
705.9545455,0.96,8,NA,NA,NA
636.1702128,19.66,8,NA,NA,NA
754.9565217,0.15,7,NA,NA,NA
894.15,0,10,NA,NA,NA
902,0.12,7,NA,NA,NA
786.3684211,0.15,7,NA,NA,NA
815.1304348,0.53,8,NA,NA,NA
664.56,1.56,11,NA,NA,NA
668.4347826,7.86,6,NA,NA,NA
748.5,1.53,7,NA,NA,NA
793.3181818,0.8,10,NA,NA,NA
772.952381,0.25,11,NA,NA,NA
696.8636364,0.14,8,NA,NA,NA
653.28,0.01,10,NA,NA,NA
743.7083333,2.3,8,NA,NA,NA
655.6666667,3.26,8,NA,NA,NA
697.5238095,0.06,10,NA,NA,NA
649.76,1.94,9,NA,NA,NA
826.5652174,0.01,12,NA,NA,NA
647.625,0.68,9,NA,NA,NA
666.0416667,0.71,9,NA,NA,NA
814.7058824,0,8,NA,NA,NA
845.9130435,0.07,8,NA,NA,NA
717.2272727,0.13,9,NA,NA,NA
720.826087,0.14,10,NA,NA,NA
686.92,0.19,10,NA,NA,NA
739.8947368,1.43,11,NA,NA,NA
849.375,0.13,10,NA,NA,NA
843.7857143,0.01,14,NA,NA,NA
720.24,3.08,6,NA,NA,NA
711.9583333,5.14,7,NA,NA,NA
556.0869565,63.63,4,NA,NA,NA
844.7142857,0.03,10,NA,NA,NA
793.8636364,1.53,10,NA,NA,NA
836.625,5.21,11,NA,NA,NA
853.1764706,1.6,7,NA,NA,NA
779.5714286,0.96,7,NA,NA,NA
759.4,6.05,8,NA,NA,NA
753.48,1.26,8,NA,NA,NA
776.6956522,1.36,12,NA,NA,NA
687,8.26,11,NA,NA,NA
841.2916667,0.96,10,NA,NA,NA
611.7142857,61.14,6,NA,NA,NA
580.12,30.47,7,NA,NA,NA
798.2941176,0.57,7,NA,NA,NA
630.4347826,17.79,5,NA,NA,NA
611.2916667,2.17,5,NA,NA,NA
622.5416667,2.96,6,NA,NA,NA
662.625,8.92,6,NA,NA,NA
724.5833333,0.13,12,NA,NA,NA
696.125,0.48,7,NA,NA,NA
975.5882353,1.5,8,NA,NA,NA
570.4782609,56.28,6,NA,NA,NA
650.2916667,10.74,7,NA,NA,NA
810.8235294,0.41,9,NA,NA,NA
637.2916667,10.74,3,NA,NA,NA
703.2857143,1.73,4,NA,NA,NA
716.5416667,4.6,5,NA,NA,NA
743.1363636,0.1,8,NA,NA,NA
727.5217391,0.34,11,NA,NA,NA
774.4090909,0.97,10,NA,NA,NA
779.9545455,0.4,6,NA,NA,NA
780.826087,0.77,6,NA,NA,NA
674.6666667,1.35,8,NA,NA,NA
723.9130435,0.61,11,NA,NA,NA
767.65,0.14,9,NA,NA,NA
651.76,0.77,10,NA,NA,NA
747.173913,1.89,11,NA,NA,NA
652.826087,3.19,8,NA,NA,NA
718.3333333,1.73,9,NA,NA,NA
648.4782609,6.96,6,NA,NA,NA
732.375,2.9,7,NA,NA,NA
613.3333333,1.36,7,NA,NA,NA
682.3333333,1.55,6,NA,NA,NA
819.0588235,1.96,5,NA,NA,NA
631.24,3.57,7,NA,NA,NA
590.6086957,2.15,8,NA,NA,NA
625.3478261,2.3,9,NA,NA,NA
660.1304348,0.41,10,NA,NA,NA
767.45,1.58,10,NA,NA,NA
706.5454545,0.11,8,NA,NA,NA
709.826087,29.02,5,NA,NA,NA
797.826087,0.1,10,NA,NA,NA
882.0869565,0.01,11,NA,NA,NA
657.4166667,9.69,6,NA,NA,NA
804.3181818,0.5,7,NA,NA,NA
715.4347826,0.3,8,NA,NA,NA
688,0.72,12,NA,NA,NA
837,0.08,10,NA,NA,NA
666.12,4.42,6,NA,NA,NA
849.5,0.16,11,NA,NA,NA
772.2173913,1.72,10,NA,NA,NA
655.1363636,0.8,7,NA,NA,NA
783.6666667,2.27,6,NA,NA,NA
844,0.75,8,NA,NA,NA
751.7916667,1.62,7,NA,NA,NA
807.85,3.68,7,NA,NA,NA
798.5652174,1.02,8,NA,NA,NA
1006.111111,0.14,9,NA,NA,NA
661.9565217,2.64,5,NA,NA,NA
753.64,0.02,5,NA,NA,NA
703.8636364,0.8,6,NA,NA,NA
723.4,0.67,10,NA,NA,NA
845.5,0.02,7,NA,NA,NA
824.9473684,0.33,6,NA,NA,NA
734.2916667,5.17,6,NA,NA,NA
762.6363636,0.01,6,NA,NA,NA
696.5454545,1.46,6,NA,NA,NA
725.952381,0.39,7,NA,NA,NA
883.4545455,0.03,8,NA,NA,NA
808.3076923,0.68,8,NA,NA,NA
916.1,0.27,9,NA,NA,NA
689.6666667,0.76,8,NA,NA,NA
778.6521739,0.05,9,NA,NA,NA
728.2173913,1.29,9,NA,NA,NA
678.125,2.88,10,NA,NA,NA
987.4444444,0.26,7,NA,NA,NA
893.1538462,0.14,8,NA,NA,NA
911.3,1.98,7,NA,NA,NA
823.8,0,6,NA,NA,NA
757.7083333,0.53,11,NA,NA,NA
979.8333333,0.02,12,NA,NA,NA
1115.875,0.04,12,NA,NA,NA
748.0909091,1.47,10,NA,NA,NA
653,250.15,5,NA,NA,NA
777.1904762,0.54,10,NA,NA,NA
890.9473684,0.66,9,NA,NA,NA
649.5833333,14.32,7,NA,NA,NA
630.52,2.94,8,NA,NA,NA
659.3333333,11.08,12,NA,NA,NA
573.7307692,4.17,10,NA,NA,NA
912.5652174,0.53,15,NA,NA,NA
664.28,4.72,11,NA,NA,NA
631.6521739,1.39,8,NA,NA,NA
603.7391304,13.76,10,NA,NA,NA
807,0.21,15,NA,NA,NA
770.64,1.14,13,NA,NA,NA
624.5217391,5.33,14,NA,NA,NA
738.3333333,0.38,15,NA,NA,NA
694.0833333,3.41,13,NA,NA,NA
758.125,0.76,14,NA,NA,NA
780.25,4.06,13,NA,NA,NA
734.5909091,1.67,12,NA,NA,NA
796.9545455,1.73,7,NA,NA,NA
750.5217391,1.51,8,NA,NA,NA
781.8421053,0.34,9,NA,NA,NA
697.1363636,2.21,7,NA,NA,NA
608.3478261,1.9,7,NA,NA,NA
683.5416667,0.01,8,NA,NA,NA
726.45,0.04,10,NA,NA,NA
753.4166667,0.02,10,NA,NA,NA
653.44,0.21,9,NA,NA,NA
606.24,5.87,8,NA,NA,NA
627.5454545,0.25,8,NA,NA,NA
1040.272727,0,13,NA,NA,NA
767.5909091,1.61,9,NA,NA,NA
647.3181818,3.61,8,NA,NA,NA
676.25,6.54,10,NA,NA,NA
823.2916667,1.28,7,NA,NA,NA
816.6190476,0.16,8,NA,NA,NA
754.5909091,0.58,8,NA,NA,NA
812.0555556,0.2,9,NA,NA,NA
666.6521739,3.01,5,NA,NA,NA
800.3913043,0.17,6,NA,NA,NA
795.3181818,1.51,6,NA,NA,NA
712.2608696,2.77,7,NA,NA,NA
688.2608696,0.13,8,NA,NA,NA
765.2608696,8.68,6,NA,NA,NA
911.375,1.28,9,NA,NA,NA
654.6956522,4.05,6,NA,NA,NA
755.0434783,2.27,7,NA,NA,NA
820.75,1.28,8,NA,NA,NA
765.375,0.44,7,NA,NA,NA
652.7083333,0.75,11,NA,NA,NA
904.75,0.07,12,NA,NA,NA
761.8333333,2.18,8,NA,NA,NA
859.4761905,0.24,11,NA,NA,NA
740.7619048,2.34,6,NA,NA,NA
777.0952381,3.19,7,NA,NA,NA
794.7,0.61,8,NA,NA,NA
674.7826087,8.71,7,NA,NA,NA
793.4166667,1.48,8,NA,NA,NA
595.2,39.4,7,NA,NA,NA
688.1666667,0.85,7,NA,NA,NA
630.5833333,12.61,8,NA,NA,NA
656.173913,7.98,4,NA,NA,NA
586.25,25.86,4,NA,NA,NA
581.6956522,14.22,4,NA,NA,NA
590.8181818,250.51,4,NA,NA,NA
811.0769231,0.19,6,NA,NA,NA
754.9,0.22,7,NA,NA,NA
649.5652174,0.16,6,NA,NA,NA
796.25,0.16,6,NA,NA,NA
879.173913,1.18,9,NA,NA,NA
833.4,2.19,10,NA,NA,NA
850.6666667,0,7,NA,NA,NA
687.0909091,9.31,5,NA,NA,NA
702.2,1.33,5,NA,NA,NA
627,35.48,5,NA,NA,NA
881.2105263,0.19,8,NA,NA,NA
741.4761905,0.44,6,NA,NA,NA
639.6086957,10.06,5,NA,NA,NA
835.1111111,0,9,NA,NA,NA
763.6,0.06,9,NA,NA,NA
815.7058824,0,9,NA,NA,NA
705.9166667,0.03,6,NA,NA,NA
748.2083333,0.02,10,NA,NA,NA
746.826087,0.01,8,NA,NA,NA
686.7083333,0.36,6,NA,NA,NA
808.3529412,1.49,7,NA,NA,NA
590.2,43.71,3,NA,NA,NA
661.9130435,0.41,6,NA,NA,NA
717.1818182,1.86,8,NA,NA,NA
732,0,7,NA,NA,NA
678.9565217,0.13,10,NA,NA,NA
688.5238095,1.89,8,NA,NA,NA
667.5,2.23,8,NA,NA,NA
648.04,2.71,8,NA,NA,NA
643.32,40.39,6,NA,NA,NA
628.25,43.06,6,NA,NA,NA
588.9565217,7.57,7,NA,NA,NA
609.2083333,0.35,8,NA,NA,NA
721.8,2.48,8,NA,NA,NA
671.3913043,89.7,7,NA,NA,NA
647.3333333,0.86,8,NA,NA,NA
796.4782609,1.36,9,NA,NA,NA
709.3913043,0.43,10,NA,NA,NA
727.826087,0.03,10,NA,NA,NA
663.9130435,13.9,7,NA,NA,NA
633.4166667,3.22,7,NA,NA,NA
644.2083333,1.5,9,NA,NA,NA
697.5833333,0.5,10,NA,NA,NA
641.9583333,6.79,7,NA,NA,NA
671.7916667,12.71,6,NA,NA,NA
757.2941176,0.45,7,NA,NA,NA
595.7142857,5.36,5,NA,NA,NA
620.24,0.04,5,NA,NA,NA
695.0909091,0.1,7,NA,NA,NA
692.6,4.84,6,NA,NA,NA
623.8181818,4.83,6,NA,NA,NA
667.88,1.34,7,NA,NA,NA
904.0555556,1.25,7,NA,NA,NA
972.8333333,0.65,7,NA,NA,NA
904.2307692,0.06,10,NA,NA,NA
906.5909091,0.02,11,NA,NA,NA
780.85,0.45,7,NA,NA,NA
687.6956522,0.18,5,NA,NA,NA
687.5,0.8,9,NA,NA,NA
679.7916667,2.96,7,NA,NA,NA
631.7391304,0.86,7,NA,NA,NA
764.0227273,15.84,5,NA,NA,NA
664.3333333,7.2,5,NA,NA,NA
621.6666667,0.72,6,NA,NA,NA
583.8695652,0.14,7,NA,NA,NA
659.4761905,2.29,7,NA,NA,NA
692.2,14.93,6,NA,NA,NA
761.44,2.15,7,NA,NA,NA
691,0.13,9,NA,NA,NA
549.4,57.46,7,NA,NA,NA
615.1666667,24.79,8,NA,NA,NA
761.8095238,0.71,9,NA,NA,NA
799.3478261,0.18,10,NA,NA,NA
655.9166667,1.11,8,NA,NA,NA
675.04,3.45,9,NA,NA,NA
602.8695652,24.77,7,NA,NA,NA
608.24,4.41,8,NA,NA,NA
621.88,389.49,4,NA,NA,NA
608.7826087,0.69,5,NA,NA,NA
580.88,64.17,8,NA,NA,NA
640.1304348,8.27,9,NA,NA,NA
607.6086957,0.33,9,NA,NA,NA
663.08,1.64,7,NA,NA,NA
675.3043478,1.13,7,NA,NA,NA
699.44,0.21,8,NA,NA,NA
728.4347826,0.1,9,NA,NA,NA
669.24,61.82,5,NA,NA,NA
568.875,34.5,5,NA,NA,NA
651.3478261,10.75,6,NA,NA,NA
631.8333333,2.97,7,NA,NA,NA
693.2,2.19,7,NA,NA,NA
615.68,41.45,6,NA,NA,NA
607.7826087,1.13,7,NA,NA,NA
786.6363636,1.67,8,NA,NA,NA
764.8181818,1,9,NA,NA,NA
677.125,0.68,9,NA,NA,NA
838.1666667,0.42,8,NA,NA,NA
656.2916667,7.73,6,NA,NA,NA
615.4583333,4.9,6,NA,NA,NA
646.5416667,19.53,6,NA,NA,NA
577,41.29,6,NA,NA,NA
636.3913043,0.07,6,NA,NA,NA
674.4,0.04,7,NA,NA,NA
759.2272727,0.02,8,NA,NA,NA
617.375,0.01,7,NA,NA,NA
570.96,8.56,7,NA,NA,NA
705.8095238,1.06,7,NA,NA,NA
753.96,0.25,8,NA,NA,NA
696.2608696,1.13,7,NA,NA,NA
845.4761905,0.04,8,NA,NA,NA
717.4583333,3.04,7,NA,NA,NA
620.2173913,82.33,5,NA,NA,NA
696.0869565,6.29,7,NA,NA,NA
678.375,4.19,8,NA,NA,NA
650.9583333,71.8,4,NA,NA,NA
593.7826087,70.7,7,NA,NA,NA
607.4166667,7.87,10,NA,NA,NA
684.92,0.61,14,NA,NA,NA
607.4583333,20.22,9,NA,NA,NA
668,1.54,9,NA,NA,NA
755.0454545,2.86,7,NA,NA,NA
681.625,3.38,7,NA,NA,NA
762.92,1.38,10,NA,NA,NA
621.5217391,125.24,7,NA,NA,NA
601.875,1.95,8,NA,NA,NA
696.5217391,0.54,9,NA,NA,NA
642,3.84,8,NA,NA,NA
733.5454545,0,6,NA,NA,NA
673.7916667,0,8,NA,NA,NA
751.2083333,0.16,8,NA,NA,NA
769.8333333,0.38,11,NA,NA,NA
662.3333333,2.87,6,NA,NA,NA
620.7083333,1.08,6,NA,NA,NA
672.44,0.24,7,NA,NA,NA
745.2916667,0.61,7,NA,NA,NA
708.64,1.41,7,NA,NA,NA
707.9130435,0.59,7,NA,NA,NA
813.1428571,0.38,10,NA,NA,NA
744.0909091,0.21,8,NA,NA,NA
848,0.72,5,NA,NA,NA
622.2352941,8.83,7,NA,NA,NA
910,0,8,NA,NA,NA
721.875,3.71,7,NA,NA,NA
692.56,1.42,8,NA,NA,NA
753,0.36,8,NA,NA,NA
689.7916667,11.99,6,NA,NA,NA
657.4583333,47.19,6,NA,NA,NA
933.4782609,0.01,10,NA,NA,NA
652.25,15.94,8,NA,NA,NA
670.8695652,1.53,8,NA,NA,NA
722.375,1.33,9,NA,NA,NA
792.0869565,2.38,12,NA,NA,NA
722.625,1.76,9,NA,NA,NA
665.0416667,8.01,9,NA,NA,NA
795.72,0.14,9,NA,NA,NA
749.75,2.19,7,NA,NA,NA
727.2727273,0.9,6,NA,NA,NA
849.6363636,0.75,6,NA,NA,NA
708.0416667,1.05,7,NA,NA,NA
609.2608696,23.4,8,NA,NA,NA
736.9583333,0.59,9,NA,NA,NA
816.4761905,0.56,8,NA,NA,NA
773.5789474,0.5,9,NA,NA,NA
825,0.57,9,NA,NA,NA
765.8571429,3.55,8,NA,NA,NA
604.7916667,161.8,5,NA,NA,NA
753.1052632,0.02,10,NA,NA,NA
667.5,41.14,6,NA,NA,NA
630.0909091,32.04,7,NA,NA,NA
678.7,4.06,8,NA,NA,NA
782.1666667,0.26,8,NA,NA,NA
797,0.09,9,NA,NA,NA
