"LDTrt","freqfilms","Nlett","OLD20","AoA","IMA"
742.08,0.5,14,NA,NA,NA
863.2272727,0.06,15,NA,NA,NA
707.2083333,0.18,15,NA,NA,NA
776.7391304,1.41,13,NA,NA,NA
816.9545455,0.65,13,NA,NA,NA
705.9166667,15.08,14,NA,NA,NA
708.28,0.2,15,NA,NA,NA
794.9583333,11.42,13,NA,NA,NA
774.76,6.41,14,NA,NA,NA
767.0869565,3.69,14,NA,NA,NA
811.1818182,2.09,11,NA,NA,NA
673.3076923,2.1,13,NA,NA,NA
619.44,13.49,12,NA,NA,NA
845.0909091,0.11,14,NA,NA,NA
742.625,0.69,13,NA,NA,NA
729.9090909,10.73,9,NA,NA,NA
608.44,2.8,11,NA,NA,NA
810.875,2.06,13,NA,NA,NA
835.2916667,0.56,13,NA,NA,NA
861.0869565,1.54,12,NA,NA,NA
623.6666667,25.24,11,NA,NA,NA
771.3809524,0.06,10,NA,NA,NA
628.2916667,28.08,7,NA,NA,NA
615.84,7.53,8,NA,NA,NA
832.08,0.03,11,NA,NA,NA
572.56,1.48,8,NA,NA,NA
728.44,0.44,8,NA,NA,NA
723.2173913,0,8,NA,NA,NA
1028.823529,0,12,NA,NA,NA
694.2083333,1.41,11,NA,NA,NA
1230.375,0.01,13,NA,NA,NA
806.96,0.06,10,NA,NA,NA
950.1666667,0.01,11,NA,NA,NA
843.1111111,0,9,NA,NA,NA
844.375,1.06,12,NA,NA,NA
799.1304348,0.01,13,NA,NA,NA
810.952381,0.42,11,NA,NA,NA
788.5,1.05,11,NA,NA,NA
712.6666667,0.05,12,NA,NA,NA
696.75,2.12,12,NA,NA,NA
795.8181818,2.12,14,NA,NA,NA
689.84,2.07,14,NA,NA,NA
791.8846154,4.59,12,NA,NA,NA
666.44,1.39,11,NA,NA,NA
730.3913043,0.29,12,NA,NA,NA
686.3478261,0.23,7,NA,NA,NA
708.375,0.82,8,NA,NA,NA
550.375,10.14,6,NA,NA,NA
620.24,3.2,7,NA,NA,NA
849.4347826,0,8,NA,NA,NA
800,1.54,8,NA,NA,NA
861.5909091,0.2,8,NA,NA,NA
872.3478261,1.79,9,NA,NA,NA
1012,0.01,12,NA,NA,NA
802.4166667,2.96,8,NA,NA,NA
807.36,0.25,7,NA,NA,NA
925.9333333,0.17,12,NA,NA,NA
676.6956522,0.02,8,NA,NA,NA
817.8333333,0.04,8,NA,NA,NA
756.6666667,0.01,10,NA,NA,NA
717.72,0.01,9,NA,NA,NA
823.1666667,0.01,7,NA,NA,NA
821.75,1.25,8,NA,NA,NA
870.2777778,0.01,9,NA,NA,NA
634.4347826,6.62,7,NA,NA,NA
875.1578947,0.13,9,NA,NA,NA
809.5263158,0.6,8,NA,NA,NA
683.375,3.1,9,NA,NA,NA
691.7727273,0.91,10,NA,NA,NA
743.7142857,0.16,11,NA,NA,NA
715.8695652,1.03,10,NA,NA,NA
715.6521739,0.23,12,NA,NA,NA
908.173913,0,10,NA,NA,NA
770.9545455,0.46,10,NA,NA,NA
704.7083333,0.48,10,NA,NA,NA
682.7826087,2.85,8,NA,NA,NA
790.35,0.66,8,NA,NA,NA
933.9047619,0.21,10,NA,NA,NA
698.7619048,0.25,10,NA,NA,NA
780.3333333,0.46,9,NA,NA,NA
828.6363636,0.01,9,NA,NA,NA
656.5652174,1.74,9,NA,NA,NA
821.8181818,0,12,NA,NA,NA
763.2173913,0.01,9,NA,NA,NA
740.1304348,0.04,9,NA,NA,NA
699.375,0.03,10,NA,NA,NA
806.3636364,0.61,8,NA,NA,NA
969.1052632,0.06,10,NA,NA,NA
931.9285714,0.15,9,NA,NA,NA
702.625,2.43,10,NA,NA,NA
801.4347826,0.45,11,NA,NA,NA
679.0416667,1.61,7,NA,NA,NA
1081.5,0,7,NA,NA,NA
1054.833333,0,8,NA,NA,NA
1115.222222,0.61,14,NA,NA,NA
924.3333333,0.03,8,NA,NA,NA
747.7826087,0.01,9,NA,NA,NA
905.1904762,0,17,NA,NA,NA
947.85,0.03,13,NA,NA,NA
885.9166667,0.13,13,NA,NA,NA
810.6666667,0.1,14,NA,NA,NA
916.12,0.03,14,NA,NA,NA
846.0454545,0.1,14,NA,NA,NA
696.9166667,1.87,6,NA,NA,NA
745.92,2.95,7,NA,NA,NA
688.24,1.01,7,NA,NA,NA
676.0416667,2.27,7,NA,NA,NA
619.1666667,1.66,11,NA,NA,NA
701.125,2.59,8,NA,NA,NA
642.08,0.39,9,NA,NA,NA
688.0869565,0.09,10,NA,NA,NA
804.1428571,0.09,13,NA,NA,NA
778.9166667,0.16,14,NA,NA,NA
745.952381,2.39,7,NA,NA,NA
777.65,0,8,NA,NA,NA
780.8,0.26,8,NA,NA,NA
800.5,0.36,8,NA,NA,NA
727.7894737,0.92,9,NA,NA,NA
840,0.16,10,NA,NA,NA
805.9,0,11,NA,NA,NA
596.25,103.64,4,NA,NA,NA
630.76,5.1,5,NA,NA,NA
649.9166667,1.33,7,NA,NA,NA
834,0.05,11,NA,NA,NA
684.125,0.05,11,NA,NA,NA
750.8333333,1.12,9,NA,NA,NA
747.68,0.2,13,NA,NA,NA
757.68,2.22,9,NA,NA,NA
810.92,0.45,10,NA,NA,NA
672.2916667,2.59,10,NA,NA,NA
674.52,1.03,10,NA,NA,NA
694.8095238,0.18,10,NA,NA,NA
630.3043478,1.44,6,NA,NA,NA
928.5333333,0.03,6,NA,NA,NA
882.75,0,7,NA,NA,NA
877.6875,0,8,NA,NA,NA
690,3.59,5,NA,NA,NA
629.625,0.02,6,NA,NA,NA
733.3478261,0.01,10,NA,NA,NA
699.0869565,0.2,8,NA,NA,NA
686.2727273,0.26,8,NA,NA,NA
667.32,15.11,6,NA,NA,NA
693.2,2.1,6,NA,NA,NA
729.5833333,1.31,8,NA,NA,NA
726.0454545,6.83,7,NA,NA,NA
921.75,0.24,9,NA,NA,NA
768.3043478,0.01,10,NA,NA,NA
845.1363636,0.02,10,NA,NA,NA
678.12,0.2,7,NA,NA,NA
581,22.91,7,NA,NA,NA
716,1.67,8,NA,NA,NA
944.1428571,0,9,NA,NA,NA
730.3913043,0.06,8,NA,NA,NA
703.9047619,0.32,10,NA,NA,NA
705.84,0.19,10,NA,NA,NA
727.04,2.01,12,NA,NA,NA
647.1666667,9.77,8,NA,NA,NA
616.6,10.33,8,NA,NA,NA
634.9090909,1.26,9,NA,NA,NA
683.04,44.59,9,NA,NA,NA
741.9130435,0.72,10,NA,NA,NA
878.45,0.84,11,NA,NA,NA
767.7619048,1.28,9,NA,NA,NA
627.36,1.8,9,NA,NA,NA
793.5454545,0.23,8,NA,NA,NA
832.4090909,0.17,10,NA,NA,NA
606,4.45,5,NA,NA,NA
915.6363636,0,8,NA,NA,NA
801.2307692,0.31,7,NA,NA,NA
810.7692308,0,10,NA,NA,NA
1005.153846,0,10,NA,NA,NA
686.9583333,1.87,5,NA,NA,NA
699.6956522,0.78,9,NA,NA,NA
724.9166667,0.56,8,NA,NA,NA
637.08,3.32,9,NA,NA,NA
765.75,0.67,10,NA,NA,NA
713.2173913,2.82,9,NA,NA,NA
773.7142857,0.11,10,NA,NA,NA
842.9090909,2.21,9,NA,NA,NA
815.0869565,0.29,11,NA,NA,NA
800.5263158,0,9,NA,NA,NA
918.875,0.14,10,NA,NA,NA
934,1.16,9,NA,NA,NA
816.05,0.29,9,NA,NA,NA
956.1428571,0.23,11,NA,NA,NA
835.9583333,0.54,10,NA,NA,NA
852.9,0.03,12,NA,NA,NA
832.826087,0.2,10,NA,NA,NA
775.75,0.4,9,NA,NA,NA
691.1666667,1,10,NA,NA,NA
747.6956522,2.35,10,NA,NA,NA
823.1304348,0,11,NA,NA,NA
1064.4375,0,11,NA,NA,NA
771.875,1.82,9,NA,NA,NA
928.952381,0.12,12,NA,NA,NA
876.3636364,0.29,12,NA,NA,NA
937.6,0,14,NA,NA,NA
844.0454545,0.01,11,NA,NA,NA
841.76,3.08,11,NA,NA,NA
752.4090909,3.05,10,NA,NA,NA
847.7727273,0.51,10,NA,NA,NA
829.5416667,0.16,11,NA,NA,NA
727.7826087,3.46,9,NA,NA,NA
827.0434783,0.11,10,NA,NA,NA
781.28,0.39,9,NA,NA,NA
799.1052632,5.52,9,NA,NA,NA
855.8,0.04,10,NA,NA,NA
862.4,1.65,8,NA,NA,NA
730.92,0.56,9,NA,NA,NA
730.4761905,0.4,9,NA,NA,NA
802.9545455,1.5,11,NA,NA,NA
863.6363636,0.38,13,NA,NA,NA
904.9090909,0.03,13,NA,NA,NA
766.1363636,1.65,10,NA,NA,NA
827.3478261,1.88,9,NA,NA,NA
759.1666667,1.21,9,NA,NA,NA
891.4210526,0.01,11,NA,NA,NA
782.5454545,0.23,8,NA,NA,NA
1118.181818,0,13,NA,NA,NA
908.3809524,0.02,11,NA,NA,NA
815.2916667,0.03,10,NA,NA,NA
642.375,0.72,6,NA,NA,NA
691.4,2.55,6,NA,NA,NA
691.7826087,0.02,7,NA,NA,NA
679.0869565,0.05,9,NA,NA,NA
698.0869565,1.31,7,NA,NA,NA
715.9583333,0.03,8,NA,NA,NA
609.0454545,2.27,7,NA,NA,NA
622.826087,0.26,7,NA,NA,NA
804.2666667,0.54,9,NA,NA,NA
829.1176471,0.47,7,NA,NA,NA
765.3181818,3.04,6,NA,NA,NA
919.4615385,3.46,5,NA,NA,NA
756.5555556,0.27,7,NA,NA,NA
788.2,0.39,5,NA,NA,NA
922.4375,0.01,6,NA,NA,NA
828.6428571,1.18,7,NA,NA,NA
821.7619048,0.32,9,NA,NA,NA
694.7894737,0.05,9,NA,NA,NA
753.2173913,2.77,7,NA,NA,NA
781.8571429,1.28,7,NA,NA,NA
734.0869565,0.25,9,NA,NA,NA
645.9130435,2.87,8,NA,NA,NA
764.6086957,0.04,11,NA,NA,NA
624.2608696,0.54,8,NA,NA,NA
654.76,0,8,NA,NA,NA
829.8,0.01,9,NA,NA,NA
793.36,0.02,10,NA,NA,NA
664,0.57,8,NA,NA,NA
677.12,0,9,NA,NA,NA
768.8333333,1.16,9,NA,NA,NA
733.25,5.94,10,NA,NA,NA
646.8333333,0.67,11,NA,NA,NA
667.875,0.66,9,NA,NA,NA
678.5833333,0.73,9,NA,NA,NA
738.48,0.12,9,NA,NA,NA
674.4166667,1.74,7,NA,NA,NA
647.1363636,0.79,7,NA,NA,NA
627.6666667,0.2,8,NA,NA,NA
714.12,0,9,NA,NA,NA
682.6666667,0.4,9,NA,NA,NA
659.8333333,1.03,8,NA,NA,NA
785.5416667,0.37,9,NA,NA,NA
669.1363636,0.03,8,NA,NA,NA
773.65,0,9,NA,NA,NA
791.9565217,0.01,10,NA,NA,NA
810.48,0.04,10,NA,NA,NA
718.6842105,3.91,8,NA,NA,NA
645.5454545,0.3,8,NA,NA,NA
696.625,0.15,9,NA,NA,NA
829.1904762,1.63,12,NA,NA,NA
746.0833333,2.28,9,NA,NA,NA
744.52,1.4,9,NA,NA,NA
681.3809524,0.23,10,NA,NA,NA
629.76,3.37,9,NA,NA,NA
721.1666667,0.53,7,NA,NA,NA
656.96,8.85,7,NA,NA,NA
638.6666667,1.35,6,NA,NA,NA
728.5652174,0.13,9,NA,NA,NA
668.6363636,0.24,9,NA,NA,NA
754.4,1.03,9,NA,NA,NA
648.36,0.56,8,NA,NA,NA
592.0833333,10.64,6,NA,NA,NA
624.36,3.56,7,NA,NA,NA
649.8,0.8,8,NA,NA,NA
667.2083333,2.18,7,NA,NA,NA
745,0.04,8,NA,NA,NA
763.7272727,1.27,8,NA,NA,NA
753.75,0.67,7,NA,NA,NA
800.2608696,0.11,10,NA,NA,NA
1068.722222,0,9,NA,NA,NA
762.75,0.01,8,NA,NA,NA
835.0454545,0,11,NA,NA,NA
834.3043478,2.48,11,NA,NA,NA
617.2307692,26.74,4,NA,NA,NA
993.6,0.56,10,NA,NA,NA
677,8.88,6,NA,NA,NA
680.5416667,18.27,10,NA,NA,NA
691.5,2.35,7,NA,NA,NA
625.9130435,3.83,5,NA,NA,NA
929.625,0,10,NA,NA,NA
1236.625,0,13,NA,NA,NA
651.9615385,2.4,9,NA,NA,NA
865,0.01,9,NA,NA,NA
896.826087,0.01,10,NA,NA,NA
1027.809524,0,11,NA,NA,NA
984.75,0.01,12,NA,NA,NA
655.4,26.29,7,NA,NA,NA
733.0555556,8.71,6,NA,NA,NA
929.1111111,0.18,9,NA,NA,NA
834.4705882,0.03,9,NA,NA,NA
755.8,0.79,9,NA,NA,NA
715.8947368,11.29,6,NA,NA,NA
729.8333333,2.63,8,NA,NA,NA
865.7058824,1.18,7,NA,NA,NA
872.5625,0.23,9,NA,NA,NA
813.12,1.11,10,NA,NA,NA
960.25,1.28,6,NA,NA,NA
909.7368421,1.49,7,NA,NA,NA
867.2857143,1.56,8,NA,NA,NA
614.0454545,6.54,9,NA,NA,NA
724.1363636,3.91,10,NA,NA,NA
686.2608696,0.65,10,NA,NA,NA
723.4545455,0.88,7,NA,NA,NA
682.5,0.33,7,NA,NA,NA
786.9565217,0,8,NA,NA,NA
679.8181818,0.03,11,NA,NA,NA
721.24,0.05,9,NA,NA,NA
824.6956522,0.05,9,NA,NA,NA
735.5,3.5,7,NA,NA,NA
743.1304348,0.98,7,NA,NA,NA
727.2272727,1.19,8,NA,NA,NA
741,0.17,9,NA,NA,NA
788.2,0.35,9,NA,NA,NA
775,3.26,8,NA,NA,NA
738.85,0,11,NA,NA,NA
797.9583333,0.2,8,NA,NA,NA
718.9565217,0.73,8,NA,NA,NA
801.9545455,0.14,6,NA,NA,NA
855.25,2,6,NA,NA,NA
756.5909091,3.13,6,NA,NA,NA
806.3333333,0.02,8,NA,NA,NA
810.7727273,2.58,7,NA,NA,NA
945,0.03,5,NA,NA,NA
633.48,28.28,8,NA,NA,NA
649.8,0.63,9,NA,NA,NA
621.3333333,47.59,9,NA,NA,NA
821.2727273,1.3,11,NA,NA,NA
784.3043478,0.13,11,NA,NA,NA
631.24,34.56,9,NA,NA,NA
744.173913,2.1,13,NA,NA,NA
726.5454545,0.48,13,NA,NA,NA
782.25,1.72,13,NA,NA,NA
805.4761905,2.28,11,NA,NA,NA
762.6363636,0.63,12,NA,NA,NA
657.9090909,10.1,12,NA,NA,NA
728.375,1.71,13,NA,NA,NA
644,3.81,9,NA,NA,NA
666.4,5.63,6,NA,NA,NA
814.75,0.19,11,NA,NA,NA
730.4583333,0.35,9,NA,NA,NA
821.0869565,0.08,9,NA,NA,NA
697.4545455,2.89,7,NA,NA,NA
793.5714286,0.22,7,NA,NA,NA
681.2380952,0.12,8,NA,NA,NA
686.44,0.68,9,NA,NA,NA
702.3478261,0.8,8,NA,NA,NA
745.6666667,0,11,NA,NA,NA
676.0869565,0.77,7,NA,NA,NA
706.1666667,2.82,7,NA,NA,NA
640.84,3.77,8,NA,NA,NA
571.9130435,6.29,9,NA,NA,NA
612.125,1.18,10,NA,NA,NA
823,0,8,NA,NA,NA
813.5882353,0,6,NA,NA,NA
797.5333333,0.13,7,NA,NA,NA
967.4,0,8,NA,NA,NA
868.65,0,10,NA,NA,NA
705.1363636,0.47,6,NA,NA,NA
726.173913,0,7,NA,NA,NA
834.0833333,0,11,NA,NA,NA
842.125,0,9,NA,NA,NA
938.5,0,12,NA,NA,NA
687.7727273,0.16,7,NA,NA,NA
664.7727273,2.44,7,NA,NA,NA
663.96,0.7,7,NA,NA,NA
679.4166667,0.29,8,NA,NA,NA
708.7916667,0.75,8,NA,NA,NA
889.9545455,0,11,NA,NA,NA
704.7391304,0.86,8,NA,NA,NA
725.6521739,0,11,NA,NA,NA
778.04,0.03,9,NA,NA,NA
729.6956522,1.26,7,NA,NA,NA
707.9166667,0.29,9,NA,NA,NA
680.9565217,0.72,8,NA,NA,NA
885.0454545,0,11,NA,NA,NA
1006.095238,0.01,10,NA,NA,NA
772.1363636,0.18,11,NA,NA,NA
638,1.98,7,NA,NA,NA
755.1904762,0.41,8,NA,NA,NA
1014.25,0.22,7,NA,NA,NA
761.9583333,0.15,11,NA,NA,NA
888.3913043,0.04,12,NA,NA,NA
713.2083333,2.94,13,NA,NA,NA
845.0909091,0.15,9,NA,NA,NA
794.2222222,0.11,10,NA,NA,NA
734.1666667,1.51,8,NA,NA,NA
677.7083333,0.23,9,NA,NA,NA
664.5652174,0.18,10,NA,NA,NA
666.6521739,3.17,9,NA,NA,NA
870.047619,0.01,12,NA,NA,NA
827.8333333,0.05,12,NA,NA,NA
866.6666667,0,13,NA,NA,NA
726.7916667,0.06,13,NA,NA,NA
757.5238095,1.43,11,NA,NA,NA
656.08,1.56,15,NA,NA,NA
649.64,3.03,9,NA,NA,NA
585.625,8.02,6,NA,NA,NA
620.2916667,0.36,7,NA,NA,NA
667.1363636,0.05,7,NA,NA,NA
650.0434783,0.16,9,NA,NA,NA
770.0869565,1.31,7,NA,NA,NA
667.8695652,2.65,7,NA,NA,NA
721.75,0.49,8,NA,NA,NA
698.25,1.86,8,NA,NA,NA
687.96,5.82,8,NA,NA,NA
688.6956522,9.02,5,NA,NA,NA
651.7727273,1.82,6,NA,NA,NA
752.7391304,0.13,7,NA,NA,NA
666.7916667,0.85,10,NA,NA,NA
622.9,2.15,8,NA,NA,NA
649.04,4.17,8,NA,NA,NA
666.1666667,1.9,8,NA,NA,NA
670.36,49.29,6,NA,NA,NA
599.8695652,27.82,6,NA,NA,NA
650.68,3.06,7,NA,NA,NA
655.92,0.4,8,NA,NA,NA
665.36,7.76,8,NA,NA,NA
654,21.34,7,NA,NA,NA
689.6521739,2.03,8,NA,NA,NA
674.8333333,1.08,10,NA,NA,NA
746.5714286,1.43,10,NA,NA,NA
714.6956522,0.05,10,NA,NA,NA
652,8.6,7,NA,NA,NA
622.5454545,0.42,7,NA,NA,NA
627.3076923,8.29,7,NA,NA,NA
676.3043478,1.29,8,NA,NA,NA
666.9166667,0.89,7,NA,NA,NA
742.3333333,0.02,7,NA,NA,NA
805.5555556,0.01,8,NA,NA,NA
945.9047619,0.02,11,NA,NA,NA
959.75,0.13,9,NA,NA,NA
806.0666667,0.06,9,NA,NA,NA
778.9444444,1.3,7,NA,NA,NA
688.1,0.71,7,NA,NA,NA
714.24,3.9,8,NA,NA,NA
974.3181818,0.15,10,NA,NA,NA
993.8571429,0,13,NA,NA,NA
952.8,0.01,11,NA,NA,NA
765.6666667,1.84,8,NA,NA,NA
869.7826087,0.02,9,NA,NA,NA
885.1363636,0.01,10,NA,NA,NA
843.5789474,0.14,6,NA,NA,NA
671.6521739,2.18,5,NA,NA,NA
745.5416667,0.19,8,NA,NA,NA
661.4782609,3.03,6,NA,NA,NA
733.2173913,0.24,6,NA,NA,NA
716.08,0.06,7,NA,NA,NA
680.04,2.57,7,NA,NA,NA
789.4,0.02,9,NA,NA,NA
717.8333333,0.6,7,NA,NA,NA
855.4615385,0,9,NA,NA,NA
594.5,52.39,6,NA,NA,NA
620.125,2.18,7,NA,NA,NA
677.1904762,0.82,8,NA,NA,NA
711.64,3.49,11,NA,NA,NA
650.52,16.18,9,NA,NA,NA
675.7826087,16.3,9,NA,NA,NA
772.4761905,0,10,NA,NA,NA
765.2173913,14.56,9,NA,NA,NA
632.36,613.45,7,NA,NA,NA
607.3333333,41.29,7,NA,NA,NA
719.25,7.61,8,NA,NA,NA
710.875,0.2,9,NA,NA,NA
609.25,14.68,9,NA,NA,NA
601.04,138.3,8,NA,NA,NA
693.2916667,3.55,9,NA,NA,NA
876.2916667,3.3,10,NA,NA,NA
771.3478261,0.82,11,NA,NA,NA
748.25,0.95,11,NA,NA,NA
818.1363636,1.3,10,NA,NA,NA
636.9230769,0.32,11,NA,NA,NA
950.1666667,0.01,12,NA,NA,NA
783.4347826,0.14,11,NA,NA,NA
729.4615385,0.87,11,NA,NA,NA
598.8695652,43.64,8,NA,NA,NA
660.0909091,1.47,8,NA,NA,NA
654.88,261.81,8,NA,NA,NA
699.48,2.53,9,NA,NA,NA
736.7272727,0.56,10,NA,NA,NA
657.1304348,6.65,9,NA,NA,NA
648.375,8.96,7,NA,NA,NA
757.4444444,0.07,7,NA,NA,NA
759,0.2,12,NA,NA,NA
856.4545455,0.67,12,NA,NA,NA
850.9565217,0.27,8,NA,NA,NA
824.3809524,0.06,9,NA,NA,NA
778.2916667,0.72,9,NA,NA,NA
736.5,0.77,6,NA,NA,NA
951.4444444,0.1,9,NA,NA,NA
762.2777778,0.41,7,NA,NA,NA
891.5714286,0.16,8,NA,NA,NA
791.95,1.79,6,NA,NA,NA
794.2608696,1.27,5,NA,NA,NA
651.76,18.52,6,NA,NA,NA
621.88,11.48,8,NA,NA,NA
847.8095238,0.82,9,NA,NA,NA
703.2083333,0.92,7,NA,NA,NA
619.5833333,25.8,6,NA,NA,NA
672.48,1.32,8,NA,NA,NA
691.2173913,0.2,9,NA,NA,NA
665.173913,2.36,7,NA,NA,NA
625.0555556,0.05,6,NA,NA,NA
809.6428571,0,10,NA,NA,NA
711.2105263,0.01,8,NA,NA,NA
746.3,0.5,5,NA,NA,NA
676.25,1.28,9,NA,NA,NA
818.6521739,0.11,10,NA,NA,NA
670.25,6.39,8,NA,NA,NA
702.2083333,2.23,9,NA,NA,NA
625.7826087,0.25,5,NA,NA,NA
687.6086957,0.59,7,NA,NA,NA
711.72,0.3,8,NA,NA,NA
671.2083333,0.41,7,NA,NA,NA
664.7916667,0.14,7,NA,NA,NA
622.28,40.76,5,NA,NA,NA
651.4545455,23.46,5,NA,NA,NA
646.5416667,3.48,6,NA,NA,NA
637.2173913,1.01,7,NA,NA,NA
614.0416667,19.4,9,NA,NA,NA
741.88,0.73,13,NA,NA,NA
775.0869565,0.17,14,NA,NA,NA
765.8,0.05,10,NA,NA,NA
742.72,0.04,11,NA,NA,NA
731.6190476,1.87,10,NA,NA,NA
606.0909091,42.27,6,NA,NA,NA
722.6521739,2.02,7,NA,NA,NA
748.3478261,0.73,8,NA,NA,NA
752.8,0.56,9,NA,NA,NA
582.3333333,47.17,6,NA,NA,NA
747.3478261,0.1,7,NA,NA,NA
617.7391304,3.06,6,NA,NA,NA
793.75,1.01,8,NA,NA,NA
835.2857143,5.99,5,NA,NA,NA
716.0454545,1.19,7,NA,NA,NA
776.3043478,0.29,9,NA,NA,NA
675.826087,2.63,7,NA,NA,NA
731.2045455,0.29,7,NA,NA,NA
626.44,15.36,5,NA,NA,NA
855.2,0.4,5,NA,NA,NA
706.48,1.52,7,NA,NA,NA
664.3181818,5.52,6,NA,NA,NA
749.7083333,1.33,7,NA,NA,NA
850.5,0.02,9,NA,NA,NA
750.75,0.17,6,NA,NA,NA
918,0,8,NA,NA,NA
824.6363636,1.34,7,NA,NA,NA
873.2857143,0.11,10,NA,NA,NA
892.875,0.23,9,NA,NA,NA
744.3478261,0.51,10,NA,NA,NA
672.2173913,7.25,6,NA,NA,NA
639.375,6.53,7,NA,NA,NA
669.5454545,0.15,8,NA,NA,NA
724.0909091,3.27,11,NA,NA,NA
777.5714286,0,9,NA,NA,NA
747.173913,0.01,12,NA,NA,NA
660.9166667,0.38,10,NA,NA,NA
648,0.32,10,NA,NA,NA
705.96,0.21,10,NA,NA,NA
664.5,51.99,8,NA,NA,NA
679.48,2.43,8,NA,NA,NA
687.8333333,0.15,9,NA,NA,NA
682.44,12.06,9,NA,NA,NA
734.9545455,1.5,10,NA,NA,NA
779.4347826,0.78,11,NA,NA,NA
836.0869565,5.58,11,NA,NA,NA
870.6818182,0,12,NA,NA,NA
844.0952381,4.47,11,NA,NA,NA
814.8181818,4.46,9,NA,NA,NA
646.826087,1.31,9,NA,NA,NA
819.5238095,0.02,11,NA,NA,NA
855.1333333,0,8,NA,NA,NA
912.7058824,0.01,9,NA,NA,NA
663.48,0.52,12,NA,NA,NA
681.92,0.59,9,NA,NA,NA
685.44,0.41,9,NA,NA,NA
714.826087,0.55,10,NA,NA,NA
739.7391304,0.74,10,NA,NA,NA
689.0869565,4.56,8,NA,NA,NA
691.6521739,1.96,9,NA,NA,NA
724.6,5.72,13,NA,NA,NA
726.2916667,0.79,10,NA,NA,NA
619.9166667,1.61,9,NA,NA,NA
927,1.55,14,NA,NA,NA
823.0434783,0.28,11,NA,NA,NA
979.2380952,0,12,NA,NA,NA
791.6190476,0.01,10,NA,NA,NA
932,0.2,8,NA,NA,NA
808,0.03,8,NA,NA,NA
916.1363636,0.01,9,NA,NA,NA
627.3478261,4.53,4,NA,NA,NA
845.6,1.68,13,NA,NA,NA
838.68,0.47,9,NA,NA,NA
749.7142857,0.3,10,NA,NA,NA
620.7391304,56.26,5,NA,NA,NA
669.4545455,2.79,6,NA,NA,NA
718.8181818,9.43,5,NA,NA,NA
840.1363636,1.51,11,NA,NA,NA
907.4444444,0.01,11,NA,NA,NA
1007.789474,0.01,11,NA,NA,NA
843.6,0.53,9,NA,NA,NA
810.6818182,1.38,10,NA,NA,NA
1013.210526,0,12,NA,NA,NA
900.1818182,0.41,10,NA,NA,NA
962.8571429,0.11,12,NA,NA,NA
685.0434783,2.71,5,NA,NA,NA
695.12,0.18,6,NA,NA,NA
743.7272727,0,7,NA,NA,NA
714.5,0,8,NA,NA,NA
677.12,0.44,8,NA,NA,NA
743,0,7,NA,NA,NA
709.64,6.98,6,NA,NA,NA
643.9166667,4.29,7,NA,NA,NA
649.6818182,0.57,8,NA,NA,NA
616.7916667,3.94,7,NA,NA,NA
645.96,1.31,7,NA,NA,NA
651.6956522,1.24,7,NA,NA,NA
914.4,0.01,9,NA,NA,NA
750.6666667,0.61,7,NA,NA,NA
679.173913,0.96,8,NA,NA,NA
654.173913,4.43,7,NA,NA,NA
653.125,0.93,9,NA,NA,NA
745.7916667,0.77,8,NA,NA,NA
797,0.15,12,NA,NA,NA
772.16,0.16,10,NA,NA,NA
771.68,0.31,10,NA,NA,NA
727.625,1.96,8,NA,NA,NA
675.4347826,1.69,10,NA,NA,NA
735.625,6,9,NA,NA,NA
775.9130435,0.15,12,NA,NA,NA
718.6086957,0.01,9,NA,NA,NA
681.1176471,0,13,NA,NA,NA
692.0416667,0.37,9,NA,NA,NA
698.08,1.52,10,NA,NA,NA
701.4583333,2.42,9,NA,NA,NA
791.5909091,3.25,10,NA,NA,NA
787.4347826,0.14,11,NA,NA,NA
618.92,41.59,9,NA,NA,NA
663.04,0.93,10,NA,NA,NA
686.8,0.58,11,NA,NA,NA
663.28,20.16,7,NA,NA,NA
705.0434783,11.57,7,NA,NA,NA
673.6956522,0.31,8,NA,NA,NA
645.7083333,1.29,8,NA,NA,NA
729.8695652,1.18,6,NA,NA,NA
642.96,1.48,7,NA,NA,NA
679.8571429,0.73,6,NA,NA,NA
678,0.43,7,NA,NA,NA
679.64,3.96,7,NA,NA,NA
710.6521739,8.52,7,NA,NA,NA
715.1363636,0.33,11,NA,NA,NA
772.88,0.44,11,NA,NA,NA
705.0416667,0.22,12,NA,NA,NA
818.5833333,0.5,13,NA,NA,NA
752.6521739,0,13,NA,NA,NA
738.8,0.65,11,NA,NA,NA
629.0833333,2.75,7,NA,NA,NA
675.0416667,0.13,7,NA,NA,NA
703.36,0.02,9,NA,NA,NA
648.28,7.68,7,NA,NA,NA
650.7083333,4.33,7,NA,NA,NA
755.375,0.44,11,NA,NA,NA
624.4583333,4.09,8,NA,NA,NA
745.3636364,0.91,8,NA,NA,NA
646.826087,4.77,8,NA,NA,NA
1168.666667,0,12,NA,NA,NA
686.4347826,7.09,6,NA,NA,NA
637.125,2.49,7,NA,NA,NA
681.25,0.48,7,NA,NA,NA
621.96,1.96,8,NA,NA,NA
809.1538462,0.19,6,NA,NA,NA
728.7391304,1.05,7,NA,NA,NA
734.8695652,0.56,8,NA,NA,NA
612.68,44.03,8,NA,NA,NA
645.25,30.92,9,NA,NA,NA
710.1428571,0.95,8,NA,NA,NA
747.36,4.48,12,NA,NA,NA
672.7619048,0.57,9,NA,NA,NA
