word,borrowing,phonology,phonlength,AoA,AoA_obj,subtlexzipf,conc,cat,source,source.language,source.word,source.language.mean.word.length,source.language.word.freq,source.word.length,age_oldest,age_youngest,age_oldest_num,age_youngest_num,age,effect,ids.code,modern.english,middle.english,old.english,old.english.length,morph_code
animal,1,{nImP,5,2.89,2,4.93,4.61,Noun,Latin contact,Latin,anim€Ålis,4.833333333,0.030654068,8,1398,1398,602,602,1398,Coexistence,3-110,animal,der,de’‹or,4,M
perjury,1,p3_@rI,6,12.78,10,3.04,2.22,Noun,French contact,French (Anglo-Norman),perjurie,3.5,0.009610091,8,1393,1393,607,607,1393,No information,21-470,perjury,beren (speken) fals witnesse,a’‹‘Ÿbryce,7,O
reef,1,rif,3,9.72,8,3.79,4.7,Noun,Dutch or Middle Low German contact,Dutch,riffe,3.636363636,0.158503748,5,1390,1390,610,610,1390,Insertion,1-342,reef,,,NA,M
stallion,1,st{lj@n,7,9.42,4,3.24,4.72,Noun,French contact,Old French,estalon,4.117647059,0.007568931,7,1388,1388,612,612,1388,Replacement,3-420,stallion,staloun,ste’‹da,5,O
scar,1,sk#R,4,5.68,4,3.6,4.74,Noun,French contact,Middle French,eacare,3.5,0.028831575,6,1388,1388,612,612,1388,Replacement,4-858,scar,scar-re,dolg,4,Z
jealous,1,_El@s,5,7.42,4,4.12,2.17,Adjective,French contact,French,jaloux,3.5,0.028830274,6,1387,1387,613,613,1387,Replacement,16-440,envy,envie,ni’‹‘Ÿ,3,O
doctor,1,dQkt@R,6,4.6,2,5.02,4.69,Noun,French contact,Middle French,docto(u)r,3.5,0.000505403,9,1387,1387,613,613,1387,Replacement,4-870,physician,leche,lí_’‹ce,4,Z
magic,1,m{_Ik,5,5.52,2,4.83,2.9,Noun,French contact,French,magique,3.5,0.009610091,7,1387,1395,613,605, 1387-1395,Insertion,22-420,magic,magik-e,wiccecrí_ft,10,M
arch,1,#J,2,8.26,6,3.88,4.59,Noun,French contact,French,arche,3.5,0.13454128,5,1387,1387,613,613,1387,Insertion,7-580,arch,arch-e,bi’‹gels,6,M
shelf,1,SElf,4,5.5,4,4.02,4.96,Noun,Middle Low German contact,Middle Low German,schelf,3.553571429,0.035617819,6,1386,1386,614,614,1386,No information,7-470,shelf,shelf-e,scilfe,6,M
cape,1,k1p,3,6.9,4,3.95,4.77,Noun,French contact,French,cap,3.5,0.259472469,3,1386,1386,614,614,1386,Replacement,1-343,headland,nes-se,ní_ss,4,M
army,1,#mI,3,7.15,2,4.91,4.7,Noun,French contact,French,armÌ©e,3.5,0.13454128,5,1386,1386,614,614,1386,Replacement,20-150,army,host-e,here,4,O
coin,1,k4n,3,4.17,2,4.05,4.89,Noun,French contact,French (Anglo-Norman),coin,3.5,0.269082562,4,1386,1386,614,614,1386,Insertion,11-440,coin,mint-e,mynet,5,Z
village,1,vIlI_,5,7.84,2,4.92,4.89,Noun,French contact,French,village,3.5,0.009610091,7,1386,1386,614,614,1386,Replacement,19-160,village,village,wi’‹c,3,M
embrace,1,Imbr1s,6,7.05,8,3.89,3.38,Verb,French contact,French,embrasser,3.5,0.00050538,9,1386,1386,614,614,1386,Replacement,16-300,embrace,embracen,clyppan,7,C
bay,1,b1,2,8.67,6,4.55,4.81,Noun,French contact,French,baie,3.5,0.269082561,4,1385,1385,615,615,1385,Coexistence,1-340,gulf,goulf,fle’‹ot,5,M
reply,1,rIpl2,5,7.74,4,3.98,2.96,Noun,French contact,French,replier,3.5,0.009610091,7,1385,1385,615,615,1385,Coexistence,18-320,answer,answeren,andswarian,10,O
flame,1,fl1m,4,6.25,2,4.05,4.67,Noun,French contact,French,flamme,3.5,0.028830274,6,1384,1384,616,616,1384,Coexistence,1-820,flame,lei-e,li’‹g,3,Z
flute,1,flut,4,8.47,2,3.48,5,Noun,French contact,French,flahute,3.5,0.009610091,7,1384,1384,616,616,1384,Replacement,18-710,flute,floute,pi’‹pe,4,Z
scissors,1,sIz@z,5,4.5,2,3.92,4.85,Noun,French contact,Old French,cisoirs,4.117647059,0.007568931,7,1384,1384,616,616,1384,Coexistence,9-240,scissors,cisours,sce’‹ar(a),6,R
male,1,m1l,3,5.63,4,4.66,4.45,Adjective,French contact,French (Anglo-Norman),male,3.5,0.269082562,4,1382,1382,618,618,1382,Replacement,3-120,male,he,carl,4,M
female,1,fim1l,5,5.89,4,4.67,4.57,Adjective,French contact,French,femelle,3.5,0.009610091,7,1382,1382,618,618,1382,Coexistence,3-130,female,femel-e,cwe’‹n(lic),7,R
jaw,1,_$,2,5.33,2,3.88,4.87,Noun,French contact,Old French,joe,4.117647059,0.208729124,3,1382,1382,618,618,1382,Replacement,4-207,jaw,jou-e,ce’‹ace,5,Z
pupil,1,pjupP,5,8.06,2,3.93,4.55,Noun,French contact,Old French,pupille,4.117647059,0.007568931,7,1382,1382,618,618,1382,Coexistence,17-260,pupil,scoler-e,leornung-cild,12,M
ornament,1,$n@mEnt,7,6.1,4,3.26,4.04,Noun,French contact,French (Anglo-Norman),ornament,3.5,0.009610091,8,1382,1382,618,618,1382,Replacement,6-710,ornament,ournement,geatwe,6,Z
necessity,1,nIsEs@tI,8,9.53,4,3.58,2.08,Noun,French contact,French (Anglo-Norman),necessite,3.5,0.00050538,9,1382,1382,618,618,1382,Coexistence,17-450,need,ned-e,ni’‹ed,4,O
crime,1,kr2m,4,7.67,2,4.9,3.03,Noun,French contact,French,crime,3.5,0.13454128,5,1382,1382,618,618,1382,Insertion,,,,,NA,Z
mistake,1,mIst1k,6,5.78,2,4.79,1.97,Noun,Old Norse contact,Old Norse,taka,4.209302326,0.40382879,4,1382,1382,618,618,1382,Coexistence,16-770,mistake,errour,gedwild,7,O
car,1,k#R,3,3.37,2,5.44,4.89,Noun,French contact,French (Anglo-Norman),carre,3.5,0.134541281,5,1382,1382,618,618,1382,Replacement,,,,,NA,M
chisel,1,JIzP,4,10.53,4,3.09,4.63,Verb,French contact,French (Anglo-Norman),chisel,3.5,0.028830274,6,1382,1382,618,618,1382,No information,9-840,chisel,chisel,grí_fsex,7,Z
scale,1,sk1l,4,8.85,2,4.72,4.39,Noun,French contact,Middle French,escale,3.5,0.028831575,6,1381,1381,619,619,1381,No information,3-653,fishscale,scale,sciell,6,M
eagle,1,igP,3,5.83,2,4.11,5,Noun,French contact,French,aigle,3.5,0.13454128,5,1380,1380,620,620,1380,Replacement,3-584,eagle,egle,earn,4,M
battle-axe,1,b{tP{ks,7,#N/A,NA,#N/A,#N/A,Noun,French contact,Late Latin,battu€Ålia,4.833333333,0.023789599,9,1380,1380,620,620,1380,Coexistence,20-222,battle-ax,ax-e,,NA,C
glue,1,glu,3,4.67,2,4.15,4.65,Noun,French contact,French,glu,3.5,0.259472469,3,1380,1380,620,620,1380,No information,9-560,glue,gleu,li’‹m,3,Z
convict,1,k@nvIkt,7,11,4,3.21,4.11,Verb,Latin contact,French,convaincre,3.5,4.50E-05,10,1380,1380,620,620,1380,Replacement,21-330,convict,convicten,oferstí_’‹lan,10,M
happy,1,h{pI,4,2.72,2,5.56,2.56,Adjective,Old Norse contact,Old Norse,happ,4.209302326,0.40382879,4,1377,1377,623,623,1377,Coexistence,16-230,joyful,glad,bli’‹‘Ÿe,5,C
lizard,1,lIz@d,5,5.42,2,3.73,4.68,Noun,French contact,French (Anglo-Norman),lezard,3.5,0.028830274,6,1377,1377,623,623,1377,Replacement,3-960,lizard,lesarde,a’‹‘Ÿexe,5,R
plot,1,plQt,4,8.65,6,4.38,3.14,Noun,French contact,French,plat,3.5,0.269082561,4,1377,1377,623,623,1377,No information,19-630,conspiracy,conjuracioun,gecwidrí_’‹den,11,Z
divorce,1,dIv$s,5,8.9,4,4.02,3.25,Noun,French contact,French,divorce,3.5,0.009610091,7,1377,1377,623,623,1377,Insertion,2-341,divorce,divorce,hi’‹wda’‹l,6,R
brush,1,brVS,4,3.78,2,4.29,4.54,Verb,French contact,French,brosse,3.5,0.028830274,6,1377,1377,623,623,1377,Insertion,6-920,brush,brushe,besma,5,Z
trade,1,tr1d,4,6.42,2,4.83,3.08,Noun,Middle Low German contact,Middle Low German,trade,3.553571429,0.142471275,5,1375,1375,625,625,1375,Coexistence,11-830,trade,mongen,mangian,7,Z
president,1,prEzId@nt,9,6.89,2,5.02,4.4,Noun,French contact,French (Anglo-Norman),president,3.5,0.00050538,9,1375,1375,625,625,1375,Insertion,,,,,NA,C
stranger,1,str1n_@R,8,4.53,2,4.07,3.76,Noun,French contact,Old French,estrangier,4.117647059,2.93E-06,10,1375,1375,625,625,1375,Coexistence,19-550,stranger,straunger-e,cuma,4,C
intention,1,IntEnSH,7,9.42,6,4.13,1.7,Noun,French contact,French (Anglo-Norman),intencion,3.5,0.00050538,9,1375,1375,625,625,1375,Replacement,17-410,intention,entencioun,ingehygd,8,C
remain,1,rIm1n,5,8.17,4,4.66,1.96,Verb,French contact,French (Anglo-Norman),remayn-,3.5,0.009610091,7,1375,1375,625,625,1375,Replacement,12-160,remain,abiden,beli’‹fan,7,R
preserve,1,prIz3v,6,9.63,6,3.99,2.57,Verb,French contact,French,prÌ©server,3.5,0.00050538,9,1375,1375,625,625,1375,Coexistence,11-240,preserve,kepen,beorgan,7,O
roll,1,r5l,3,4.47,2,4.86,4.16,Verb,French contact,French,rouler,3.5,0.028830274,6,1375,1375,625,625,1375,Replacement,10-150,roll,walwen,wyltan,6,M
vulture,1,vVlJ@R,6,8.89,4,3.2,4.73,Noun,French contact,Old French,vultur,4.117647059,0.052182281,6,1374,1374,626,626,1374,Insertion,3-586,vulture,vultur-e,earnge’‹ap,8,R
quarrel,1,kwQr@l,6,8.32,4,3,3.32,Noun,French contact,Old French,querele,4.117647059,0.007568931,7,1374,1374,626,626,1374,Coexistence,19-620,strife,strif-e,sacu,4,Z
approach,1,@pr5J,5,8.5,4,4.71,2.74,Noun,French contact,French (Anglo-Norman),aprochier,3.5,0.00050538,9,1374,1374,626,626,1374,No information,10-560,approach,ap(p)rochen,ne’‹alí_’‹can,8,M
captive,1,k{ptIv,6,9.44,6,3.4,3.03,Noun,French contact,French,captif,3.5,0.028830274,6,1374,1374,626,626,1374,Replacement,20-470,captive,captif,hí_ft(ling),8,O
autumn,1,$t@m,4,6,2,4.41,3.27,Noun,French contact,French,automne,3.5,0.009610091,7,1374,1374,626,626,1374,Replacement,14-770,autumn,hervest,hí_rfest,7,M
divide,1,dIv2d,5,7.16,2,4.05,2.86,Verb,Latin contact,Latin,d€Çvidere,4.833333333,0.030654068,8,1374,1374,626,626,1374,Coexistence,12-232,divide,dividen,dí_’‹lan,5,R
defeat,1,dIfit,5,8.74,4,4.48,2.96,Verb,French contact,Old French,defeit,4.117647059,0.052182281,6,1374,1374,626,626,1374,Coexistence,20-420,defeat,los,cwild(?),5,O
adultery,1,@dVlt@rI,8,11.84,10,3.06,2.79,Noun,French contact,Old French,avouterie,4.117647059,6.55E-05,9,1366,1366,634,634,1366,Replacement,21-430,adultery,avoutri-e,í_’‹wbryce,7,C
squirrel,1,skIr@l,6,4.44,2,3.94,4.89,Noun,French contact,Old French,esquirel,4.117647059,0.000899275,8,1366,1366,634,634,1366,Insertion,,,,,NA,M
fur,1,f3R,3,5.22,2,4.03,4.69,Noun,French contact,French,forrer,3.5,0.028830274,6,1366,1366,634,634,1366,Replacement,6-280,fur,furre,fell (?),4,Z
pitchfork,1,pIJf$k,6,6.89,2,2.55,5,Noun,French contact,French,pic,3.5,0.259472469,3,1364,1364,636,636,1364,Insertion,8-260,fork,forke,gafol,5,Z
famine,1,f{mIn,5,10,8,3.62,3.55,Noun,French contact,French,faim,3.5,0.269082561,4,1362,1362,638,638,1362,Coexistence,5-141,famine,famine,hungor,6,M
sure,1,S$R,3,4.85,2,5.8,1.73,Adjective,French contact,French (Anglo-Norman),sur,3.5,0.25947247,3,1350,1350,650,650,14th century,Coexistence,17-370,sure,siker,gewiss,6,Z
victory,1,vIkt@rI,7,7.53,2,4.72,2.55,Noun,French contact,Old French,victorie,4.117647059,0.000899275,8,1350,1350,650,650,14th century,Replacement,20-410,victory,victori-e,sige,4,C
fortress,1,f$trIs,6,10.05,8,3.48,4.8,Noun,French contact,French,forteresse,3.5,4.50E-05,10,1350,1350,650,650,14th century,Coexistence,20-350,fortress,forteress-e,castel,6,R
pestle,1,pEsP,4,13,13,3,#N/A,Noun,French contact,Old French,pestel,4.117647059,0.052182281,6,1350,1350,650,650,1350,Insertion,5-590,pestle,pestel,pi’‹lstocc,8,Z
dolphin,1,dQlfIn,6,6.05,10,3.77,4.96,Noun,French contact,Old French,delfin,4.117647059,0.052182281,6,1350,1350,650,650,14th century,Insertion,3-662,porpoise,porpeis,,NA,M
grain,1,gr1n,4,7.44,2,3.97,4.8,Noun,French contact,French,grain,3.5,0.13454128,5,1350,1350,650,650,14th century,Coexistence,8-420,grain,corn,corn,4,M
trumpet,1,trVmpIt,7,6.28,2,3.82,4.86,Noun,French contact,French,trompette,3.5,0.00050538,9,1350,1350,650,650,14th century,Insertion,18-730,horn,horn,horn,4,Z
prisoner,1,prIzH@R,7,8,4,4.08,4.11,Noun,French contact,Old French,prisonier,4.117647059,6.55E-05,9,1350,1350,650,650,14th century,Replacement,20-470,captive,captif,hí_ft(ling),8,C
quail,1,kw1l,4,9.72,6,3.48,4.65,Noun,French contact,Old French,quaille,4.117647059,0.007568931,7,1350,1350,650,650,14th century,Insertion,,,,,NA,M
refuse,1,rIfjuz,6,9.33,4,4.02,3.04,Verb,French contact,French,refuser,3.5,0.009610091,7,1350,1350,650,650,14th century,No information,18-370,refuse,refusen,wi‘Ÿsacan,8,R
finish,1,fInIS,5,6.32,2,5.06,2.89,Verb,Latin contact,French,finir,3.5,0.13454128,5,1350,1350,650,650,1350,Coexistence,14-270,finish,ful-enden,(ge)endian,8,R
regret,1,rIgrEt,6,9.61,6,4.26,1.8,Verb,French contact,French,regretter,3.5,0.00050538,9,1350,1350,650,650,14th century,Coexistence,16-340,regret,reuen,hre’‹owan,7,R
carpet,1,k#pIt,5,6.05,2,4.25,4.96,Noun,French contact,Middle French,carpite,3.5,0.009610525,7,1345,1345,655,655,1345,Insertion,9-771,rug,tapet-e,ru’‹wa,4,Z
paper,1,p1p@R,5,4,2,4.94,4.93,Noun,French contact,French (Anglo-Norman),papir,3.5,0.134541281,5,1341,1342,659,658,1341-1342,Insertion,18-560,paper,papir-e,,NA,Z
innocent,1,In@sHt,6,5.95,4,4.3,1.54,Adjective,NA,Latin,"innocen-s, -tem",4.833333333,2.61E-11,15,1340,1340,660,660,NA,NA,NA,NA,NA,NA,NA,O
strain,1,str1n,5,8.63,4,4,3,Noun,French contact,French (Anglo-Norman),estreindre,3.5,4.50E-05,10,1340,1340,660,660,1340,Replacement,5-470,sieve,sive,siftan,6,M
grease,1,griz,4,7.33,2,3.68,4.61,Noun,French contact,French,graisse,3.5,0.009610091,7,1340,1340,660,660,1340,Replacement,5-791,grease,grese,lynd,4,Z
button,1,bVtH,4,4.78,2,4.46,4.96,Noun,French contact,French,boton,3.5,0.13454128,5,1340,1340,660,660,1340,Insertion,6-620,button,botoun,cní_pp,5,Z
chameleon,1,k@milj@n,8,10.18,12,3.35,4.68,Noun,Latin contact,Latin,chamaeleon,4.833333333,0.000751411,10,1340,1340,660,660,1340,Insertion,,,,,NA,M
season,1,sizH,4,6.05,2,5.1,3.32,Noun,French contact,Old French,seson,4.117647059,0.104364562,5,1340,1370,660,630, 1340-1370,No information,14-780,season,sesoun,ti’‹d,3,Z
measure,1,mEZ@R,5,7.53,2,4.48,3.59,Verb,French contact,French (Anglo-Norman),mesurer,3.5,0.009610091,7,1340,1340,660,660,1340,Coexistence,12-540,measure,meten,metan,5,R
latch,1,l{J,3,8,6,3.15,4.79,Noun,French contact,French (Anglo-Norman),lache,3.5,0.134541281,5,1331,1331,669,669,1331,No information,7-231,latch,dore pin,,NA,Z
fence,1,fEns,4,6.28,2,4.31,4.82,Noun,French contact,French,dÌ©fense,3.5,0.009610091,7,1330,1330,670,670,1330,Replacement,8-160,fence,fens,geard,5,Z
chimney,1,JImnI,5,6.58,2,3.9,5,Noun,French contact,French,cheminÌ©e,3.5,0.009610091,8,1330,1330,670,670,1330,Insertion,7-330,chimney,chimene’‹,,NA,R
mirror,1,mIr@R,5,4.89,2,4.45,4.97,Noun,French contact,French,miroir,3.5,0.028830274,6,1330,1330,670,670,1330,Replacement,6-960,mirror,mirour,glí_s(?),4,Z
ambush,1,{mbUS,5,9.3,4,3.37,3.16,Noun,French contact,Old French,embusche,4.117647059,0.000899275,8,1330,1330,670,670,1330,No information,20-490,ambush,embushen,searu,5,O
disease,1,dIziz,5,7.55,4,4.49,3.45,Noun,French contact,Old French,disease,4.117647059,0.007568931,7,1330,1330,670,670,1330,Coexistence,,,,,NA,C
train,1,tr1n,4,4,2,4.98,4.79,Noun,French contact,French,train,3.5,0.13454128,5,1330,1330,670,670,1330,Coexistence,,,,,NA,M
remember,1,rImEmb@R,8,5.63,2,5.52,2.41,Verb,French contact,French (Anglo-Norman),remembrer,3.5,0.00050538,9,1330,1330,670,670,1330,Replacement,17-310,remember,monen,gemunan,7,O
sock,1,sQk,3,2.94,2,3.77,4.91,Noun,Latin contact,Latin,soccus,4.833333333,0.207542494,6,1327,1327,673,673,1327,No information,6-490,stocking,hose,hosu,4,Z
plain,1,pl1n,4,7.37,4,4.36,2.26,Adjective,French contact,French,plain,3.5,0.13454128,5,1325,1325,675,675,1325,Replacement,1-230,plain,plain-e,feld,4,Z
boot,1,but,3,3.89,2,4.43,4.96,Noun,French contact,Old French,bote,4.117647059,0.260911404,4,1325,1325,675,675,1325,Replacement,6-520,boot,bote,,NA,Z
age,1,1_,2,4.38,2,5.18,2.86,Noun,French contact,French,Ì¢ge,3.5,0.259472469,3,1325,1325,675,675,1325,Coexistence,14-120,age,age,ieldo,5,Z
corpse,1,k$ps,4,10,6,3.41,4.89,Noun,French contact,Middle French,cors,3.5,0.269094699,4,1325,1325,675,675,1325,Coexistence,4-770,corpse,cors,li’‹c,3,M
grief,1,grif,4,8.39,6,4.07,2.7,Noun,French contact,French (Anglo-Norman),grief,3.5,0.134541281,5,1325,1325,675,675,1325,Coexistence,16-320,grief,sorwe,sa’‹r,3,Z
nurse,1,n3s,3,5.84,2,4.5,4.39,Noun,French contact,French (Anglo-Norman),nourice,3.5,0.009610091,7,1325,1325,675,675,1325,Replacement,,,,,NA,Z
carpenter,1,k#p@nt@R,8,7.39,2,3.61,4.41,Noun,French contact,French (Anglo-Norman),carpentier,3.5,4.50E-05,10,1325,1325,675,675,1325,Coexistence,9-430,carpenter,carpenter,tre’‹owwyrhta,11,O
music,1,mjuzIk,6,3.81,2,5.35,4.31,Noun,French contact,French (Anglo-Norman),musique,3.5,0.009610091,7,1325,1325,675,675,1325,Coexistence,,,,,NA,M
money,1,mVnI,4,5.11,2,5.84,4.54,Noun,French contact,French (Anglo-Norman),monai,3.5,0.134541281,5,1325,1325,675,675,1325,Coexistence,11-430,money,monei-e,feoh,4,M
count,1,k6nt,4,2.61,2,4.71,3,Verb,French contact,French,compter,3.5,0.009610091,7,1325,1325,675,675,1325,Coexistence,13-107,count,counten,tellan,6,M
pointed,1,p4ntId,6,#N/A,4,4.14,3.57,Verb,French contact,French,point,3.5,0.13454128,5,1325,1325,675,675,1325,Replacement,12-352,pointed,pointed,scearp(?),6,Z
obey,1,@b1,3,5.44,2,3.52,2.67,Verb,French contact,French,obÌ©ir,3.5,0.13454128,5,1325,1325,675,675,1325,Replacement,19-460,obey,obeien,hi’‹ersumian,10,M
cormorant,1,k$m@r@nt,8,14.22,13,2.58,#N/A,Noun,French contact,Old French,cormoran,4.117647059,0.000899275,8,1320,1320,680,680,1320,Replacement,,,,,NA,O
fairy,1,f8rI,4,5.17,2,4.16,4.11,Noun,French contact,French (Anglo-Norman),faierie,3.5,0.009610091,7,1320,1320,680,680,1320,Insertion,22-440,fairy,elf,í_lf,3,R
flat,1,fl{t,4,5.68,4,4.99,4.07,Noun,Old Norse contact,Old Norse,flatr,4.209302326,0.192299424,5,1320,1320,680,680,1320,Replacement,12-710,flat,flat,efen,4,Z
carry,1,k{rI,4,5.16,2,4.95,4.04,Verb,French contact,French (Anglo-Norman),carier,3.5,0.028830274,6,1320,1320,680,680,1320,Insertion,10-610,carry,beren,beran,5,R
cause,1,k$z,3,5.84,2,4.83,2.43,Noun,French contact,French,cause,3.5,0.13454128,5,1315,1315,685,685,1315,Coexistence,17-420,cause,causen,intinga,7,M
tablet,1,t{blIt,6,6.83,2,3.54,4.82,Noun,French contact,French (Anglo-Norman),tablete,3.5,0.009610091,7,1315,1315,685,685,1315,Insertion,,,,,NA,C
allow,1,@l6,3,5.32,2,4.76,2.41,Verb,French contact,Old French,alouer,4.117647059,0.052182281,6,1315,1315,685,685,1315,Coexistence,19-470,let,leven,a’‹lí_’‹tan,6,M
defendant,1,dIfEnd@nt,9,11.42,8,3.48,3.8,Noun,French contact,Old French,deffendant,4.117647059,2.93E-06,10,1314,1314,686,686,1314,Insertion,21-220,defendant,defendaunt,betigen,7,C
citizen,1,sItIzH,6,7.74,4,3.89,4.43,Noun,French contact,French (Anglo-Norman),citezein,3.5,0.009610091,8,1314,1314,686,686,1314,No information,19-370,citizen,burgeis,ceasterware,11,M
chase,1,J1s,3,5.53,2,4.31,3.48,Noun,French contact,French (Anglo-Norman),chacier,3.5,0.009610091,7,1314,1314,686,686,1314,Coexistence,10-530,pursue,purseuen,e’‹htan,5,M
defend,1,dIfEnd,6,8.16,2,4.35,2.31,Verb,French contact,French,dÌ©fendre,3.5,0.009610091,8,1314,1314,686,686,1314,Replacement,20-440,defend,werren,ealgian,7,O
because,1,bIkQz,5,4.44,2,6.22,1.22,Conjunction,NA,Latin,"causa, earlier caussa",4.833333333,9.89E-27,21,1305,1305,695,695,NA,NA,NA,NA,NA,NA,NA,R
vine,1,v2n,3,6.95,4,3.6,4.86,Noun,French contact,French,vigne,3.5,0.13454128,5,1303,1303,697,697,1303,Insertion,8-670,vine,vine,wi’‹ngeard,8,M
gourd,1,g9d,3,10.65,6,2.75,4.86,Noun,French contact,French,gourde,3.5,0.028830274,6,1303,1303,697,697,1303,Insertion,8-930,gourd,gourd-e,,NA,M
judge,1,_V_,3,8.85,2,4.69,3.75,Noun,French contact,French,juge,3.5,0.269082561,4,1303,1303,697,697,1303,Replacement,21-180,judge,demere,de’‹ma,4,M
heron,1,hEr@n,5,10.35,8,3.25,4.38,Noun,French contact,French (Anglo-Norman),hairon,3.5,0.028830274,6,1302,1302,698,698,1302,No information,3-583,heron,heiroun,hra’‹gra,6,M
faithful,1,f1TfUl,6,8.42,6,3.82,2.2,Adjective,French contact,French (Anglo-Norman),fed,3.5,0.25947247,3,1300,1300,700,700,1300,Replacement,16-650,faithful,treu-e,tre’‹owe,6,Z
quiet,1,kw2@t,5,4.15,2,4.86,2.76,Adjective,French contact,French (Anglo-Norman),quiete,3.5,0.028830274,6,1300,1300,700,700,1300,Coexistence,15-460,quiet,silence,smyltnes,8,M
blue,1,blu,3,3.53,2,5.16,3.76,Adjective,French contact,Old French,blue,4.117647059,0.260911404,4,1300,1300,700,700,1300,No information,15-670,blue,bleu,hí_’‹wen,5,M
mute,1,mjut,4,9.84,8,3.16,3.24,Adjective,French contact,French,muet,3.5,0.269082561,4,1300,1300,700,700,1300,Coexistence,4-960,mute,domb,dumb,4,M
same,1,s1m,3,5.62,2,5.65,2.64,Determiner,Old Norse contact,Old Norse,sÌÁmr,4.209302326,0.40382879,4,1300,1300,700,700,1300,Coexistence,,,,,NA,M
skirt,1,sk3t,4,5.67,4,3.81,4.82,Noun,Old Norse contact,Old Norse,skyrta,4.209302326,0.038459885,6,1300,1300,700,700,1300,No information,6-460,skirt,skirt-e,lí_ppa,5,Z
people,1,pipP,4,3.52,2,6.35,4.82,Noun,French contact,French (Anglo-Norman),people,3.5,0.028830274,6,1300,1300,700,700,1300,Coexistence,19-210,people,folk,folc,4,Z
garden,1,g#dH,4,5.33,2,5.28,4.73,Noun,French contact,French (Anglo-Norman),gardin,3.5,0.028830274,6,1300,1300,700,700,1300,No information,8-130,garden,gardin,ortgeard,8,Z
statue,1,st{Ju,5,7.55,2,4.02,4.93,Noun,Latin contact,Latin,statua,4.833333333,0.207542494,6,1300,1300,700,700,1300,No information,9-830,statue,liknes-se,mannli’‹ca,8,M
forest,1,fQrIst,6,6.28,4,4.67,4.76,Noun,French contact,French,forÌ»t,3.5,0.13454128,5,1300,1300,700,700,1300,Coexistence,1-410,woods,wode,wudu,4,M
branch,1,br#nJ,5,5.11,2,4.1,4.9,Noun,Latin contact,French,branche,3.5,0.009610091,7,1300,1300,700,700,1300,Replacement,8-550,branch,bough,telga,5,Z
debt,1,dEt,3,10.44,6,4.79,2.72,Noun,French contact,French,dette,3.5,0.13454128,5,1300,1300,700,700,1300,Replacement,11-640,debt,dette,gylt,4,M
chain,1,J1n,3,5.22,2,4.49,4.55,Noun,French contact,French,chaÌ¨ne,3.5,0.028830274,6,1300,1300,700,700,1300,Insertion,9-180,chain,chaine,racente,7,Z
chair,1,J8R,3,3.43,2,4.66,4.58,Noun,French contact,Old French,chaire,4.117647059,0.052182281,6,1300,1300,700,700,1300,Replacement,7-430,chair,stol,sto’‹l,4,Z
press,1,prEs,4,6.4,2,4.89,3.9,Noun,French contact,French,presser,3.5,0.009610091,7,1300,1300,700,700,1300,Coexistence,9-342,press,pressen,‘Ÿryccan,7,M
voice,1,v4s,3,4.83,2,4.89,4.13,Noun,French contact,French (Anglo-Norman),voiz,3.5,0.269082562,4,1300,1300,700,700,1300,Replacement,18-110,voice,voice,stefn,5,Z
elephant,1,ElIf@nt,7,4.8,2,4.34,5,Noun,French contact,French,olifant,3.5,0.009610091,7,1300,1300,700,700,1300,Insertion,3-770,elephant,olifaunt,elpend,6,M
sacrifice,1,s{krIf2s,8,9.61,6,4.03,2.8,Noun,French contact,French,sacrifice,3.5,0.00050538,9,1300,1300,700,700,1300,Replacement,22-150,sacrifice,offring-e,onsí_gedness,11,Z
sledge,1,slE_,4,10.06,4,3.3,4.11,Noun,Dutch or Middle Low German contact,Dutch,slede,3.636363636,0.158503748,5,1300,1300,700,700,1300,No information,,,,,NA,Z
rock,1,rQk,3,3.22,2,5.01,4.91,Noun,NA,French (Anglo-Norman),"roque, rocque, roche",3.5,5.10E-25,20,1300,1300,700,700,NA,NA,NA,NA,NA,NA,NA,M
ointment,1,4ntm@nt,7,7.9,6,2.96,4.5,Noun,French contact,French (Anglo-Norman),oinement,3.5,0.009610091,8,1300,1300,700,700,1300,Coexistence,6-940,ointment,oinement,sealf,5,M
battle,1,b{tP,4,6.95,2,4.94,4,Noun,French contact,French,bataille,3.5,0.009610091,8,1300,1300,700,700,1300,Coexistence,20-130,war,wer-re,wig,3,M
mattress,1,m{trIs,6,5.1,2,3.44,5,Noun,French contact,French (Anglo-Norman),materas,3.5,0.009610091,7,1300,1300,700,700,1300,Insertion,,,,,NA,M
collar,1,kQl@R,5,6.56,2,3.98,4.64,Noun,French contact,French,coler,3.5,0.13454128,5,1300,1300,700,700,1300,Insertion,6-450,collar,coler,wri‘Ÿa,5,Z
stomach,1,stVm@k,6,5.26,4,4.28,4.89,Noun,French contact,French,estomac,3.5,0.009610091,7,1300,1300,700,700,1300,Replacement,4-460,stomach,womb-e,wamb,4,Z
command,1,k@m#nd,6,8.67,2,4.25,2.48,Noun,French contact,French (Anglo-Norman),cumander,3.5,0.009610091,8,1300,1300,700,700,1300,Coexistence,19-450,command,commaunden,ha’‹tan,5,M
cousin,1,kVzH,4,4.95,2,4.26,3.7,Noun,French contact,French,cousin,3.5,0.028830274,6,1300,1300,700,700,1300,Replacement,2-550,cousin,cosin-e,mo’‹drige,7,M
