affiliation,countries,description,family,fm_dl_id,genus,id,jsondata,latitude,longitude,markup_description,name,pk,vocabulary_pk,wals_equivalent
"Nilo-Saharan, Western Saharan",,,Nilo-Saharan,87304619993621,Western Saharan,351,{},16.0,15.0,,Tubu,351,,http://wals.info/languoid/lect/wals_code_tbu
Tucanoan,,,http://wals.info/languoid/family/tucanoan,873046223769206,http://wals.info/languoid/genus/tucanoan,352,{},0.5,-69.1667,,Tukano,352,,http://wals.info/languoid/lect/wals_code_tuc
Tupian,,,http://wals.info/languoid/family/tupian,873046436721753,,353,{},-6.0,-36.0,,Tupí,353,,http://wals.info/languoid/lect/wals_code_tup
Tupian,,,http://wals.info/languoid/family/tupian,873054809766866,,354,{},-6.0,-60.0,,Tupi-Guaraní,354,,http://wals.info/languoid/genus/tupiguarani
"Altaic, Turkic",,,http://wals.info/languoid/family/altaic,873054780369246,http://wals.info/languoid/genus/turkic,355,{},56.1375,47.244,,Oghuric,355,,
"Altaic, Turkic",,,Altaic,873046849298885,Turkic,356,{},39.0,35.0,,Turkish,356,,http://wals.info/languoid/lect/wals_code_tur
"Mayan, Mayan",,,Mayan,873046769335691,Mayan,357,{},16.8333,-92.25,,Tzeltal,357,,http://wals.info/languoid/lect/wals_code_tze
Mayan,,,http://wals.info/languoid/family/mayan,87304640613058,http://wals.info/languoid/genus/mayan,358,{},16.5,-92.6667,,Chamula Tzotzil,358,,http://wals.info/languoid/lect/wals_code_tzo
"Indo-European, Slavic",,,Indo-European,873046570428998,Slavic,359,{},49.0,33.0,,Ukrainian,359,,http://wals.info/languoid/lect/wals_code_ukr
,,,,8731249878650777,,360,{},,,,Unidentified,360,,
"Indo-European, Slavic",,,http://wals.info/languoid/family/indoeuropean,873046255705234,http://wals.info/languoid/genus/slavic,361,{},51.8333,14.5,,Upper Sorbian,361,,http://wals.info/languoid/lect/wals_code_sou
"Uto-Aztecan, Numic",,,Uto-Aztecan,873046833881352,Numic,362,{},39.0,-109.0,,Ute,362,,http://wals.info/languoid/lect/wals_code_ute
"Indo-European, Indic",,,http://wals.info/languoid/family/indoeuropean,873046776003049,http://wals.info/languoid/genus/indic,363,{},46.0,21.0,,Vlax Romani,363,,
Niger-Congo,,,http://wals.info/languoid/family/nigercongo,873046610385373,,364,{},11.0,-2.0,,Voltaic,364,,http://wals.info/languoid/genus/gur
"Australian, Pama-Nyungan",,,http://wals.info/languoid/family/australian,873046195401390,http://wals.info/languoid/genus/pamanyungan,365,{},-19.5,125.75,,Walmajarri,365,,http://wals.info/languoid/lect/wals_code_wlm
"Australian, West Barkly",,,Australian,92142231888773387,West Barkly,366,{},-18.6667,135.75,,Wambaya,366,,http://wals.info/languoid/lect/wals_code_wam
"Australian, Pama-Nyungan",,,http://wals.info/languoid/family/australian,92142234537292565,http://wals.info/languoid/genus/pamanyungan,367,{},-21.82,132.58,,Warlmanpa,367,,
"Australian, Pama-Nyungan",,,Australian,873046875498235,Pama-Nyungan,368,{},-20.0,132.333,,Warlpiri,368,,http://wals.info/languoid/lect/wals_code_wrl
"Australian, Pama-Nyungan",,,http://wals.info/languoid/family/australian,92142234304293781,http://wals.info/languoid/genus/pamanyungan,369,{},-22.0,138.5,,Warluwarra,369,,http://wals.info/languoid/lect/wals_code_wlw
"Australian, Pama-Nyungan",,,http://wals.info/languoid/family/australian,873046790619588,http://wals.info/languoid/genus/pamanyungan,370,{},-23.0,139.0,,Warluwarric,370,,
"Australian, Pama-Nyungan",,,http://wals.info/languoid/family/australian,873046822002126,http://wals.info/languoid/genus/pamanyungan,371,{},-19.6333,134.167,,Warumungu,371,,
"Trans-New Guinea, Madang",,,Trans-New Guinea,873046790991281,Madang,372,{},-4.5,146.0,,Waskia,372,,http://wals.info/languoid/lect/wals_code_wsk
"Indo-European, Celtic",,,Indo-European,873046589118509,Celtic,373,{},52.0,-3.0,,Welsh,373,,http://wals.info/languoid/lect/wals_code_wel
"Indo-European, Germanic",,,http://wals.info/languoid/family/indoeuropean,91291432211233765,http://wals.info/languoid/genus/germanic,374,{},5.55,-0.216667,,English (West African Coastal),374,,http://wals.info/languoid/lect/wals_code_npi
"Indo-European, Romance",,,http://wals.info/languoid/family/indoeuropean,87304654052233,http://wals.info/languoid/genus/romance,375,{},5.33333,-4.03333,,French (West African),375,,
Austronesian,,,http://wals.info/languoid/family/austronesian,873046682311611,,376,{},-1.0,114.0,,Malayo-Polynesian,376,,
Mayan,,,http://wals.info/languoid/family/mayan,87304670526575,,377,{},18.0,-93.0,,Western Mayan,377,,
"Australian, Pama-Nyungan",,,http://wals.info/languoid/family/australian,92142234507042983,http://wals.info/languoid/genus/pamanyungan,378,{},-36.0,146.0,,Wiradjuri,378,,
"Niger-Congo, Northern Atlantic",,,Niger-Congo,873046786884580,Northern Atlantic,379,{},15.25,-16.0,,Wolof,379,,http://wals.info/languoid/lect/wals_code_wlf
"Altaic, Mongolic",,,http://wals.info/languoid/family/altaic,92142231211233765,http://wals.info/languoid/genus/mongolic,380,{},40.82,111.65,,Tabgač,380,,
unclear,,,,92142232123968694,,381,{},46.0,106.0,,Xiongnu,381,,
"Australian, Pama-Nyungan",,,Australian,873046635452702,Pama-Nyungan,382,{},-16.4167,137.167,,Yanyuwa,382,,http://wals.info/languoid/lect/wals_code_yny
"Niger-Congo, Bantoid",,,http://wals.info/languoid/family/nigercongo,873046239055002,http://wals.info/languoid/genus/bantoid,383,{},-14.5,35.5,,Yao,383,,http://wals.info/languoid/lect/wals_code_yao
"Niger-Congo, Defoid",,,Niger-Congo,873046533048534,Defoid,384,{},8.0,4.33333,,Yoruba,384,,http://wals.info/languoid/lect/wals_code_yor
Mayan,,,http://wals.info/languoid/family/mayan,873046743413112,,385,{},19.0,-91.0,,Yucatecan,385,,
"Niger-Congo, Bantoid",,,http://wals.info/languoid/family/nigercongo,873046971757467,http://wals.info/languoid/genus/bantoid,386,{},-6.75,39.0,,Zaramo,386,,
"Niger-Congo, Bantoid",,,http://wals.info/languoid/family/nigercongo,873046253822916,http://wals.info/languoid/genus/bantoid,387,{},-6.0,38.6667,,Zigua,387,,
"Altaic, Turkic",,,Altaic,9341221849275472,Turkic,388,{},43.0,47.3333,,Kumyk,388,,http://wals.info/languoid/lect/wals_code_kuq
"Altaic, Turkic",,,http://wals.info/languoid/family/altaic,9341221554687327,http://wals.info/languoid/genus/turkic,389,{},38.0,48.0,,Azeri,389,,
"Afro-Asiatic, Semitic",,,http://wals.info/languoid/family/afroasiatic,936942875844292,http://wals.info/languoid/genus/semitic,390,{},36.8531,10.3231,,Punic,390,,
"Austronesian, Oceanic",,,Austronesian,936177784987605,Oceanic,391,{},-21.1667,-175.167,,Tongan,391,,http://wals.info/languoid/lect/wals_code_tng
"Austronesian, Oceanic",,,Austronesian,936178645128228,Oceanic,392,{},-13.9167,-171.833,,Samoan,392,,http://wals.info/languoid/lect/wals_code_sam
"Austronesian, Oceanic",,,Austronesian,936178185253147,Oceanic,393,{},-8.91667,-140.083,,Marquesan,393,,http://wals.info/languoid/lect/wals_code_mrq
"Indo-European, Slavic",,,http://wals.info/languoid/family/indoeuropean,93271819875844292,http://wals.info/languoid/genus/slavic,394,{},45.8103,15.9781,,Croatian,394,,
"Niger-Congo, Kwa",,,http://wals.info/languoid/family/nigercongo,96172323279751670,http://wals.info/languoid/genus/kwa,395,{},6.33333,-1.25,,Twi,395,,
